annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes
53,2462162,410708,3,0.0,0.0,0,silence_after_action,"Amazonで商品買ったものの説明書通りやっても電源は一向に入らない😩😭
何が原因なのかも分からない
俺の中で不良品説濃厚🤔
勝手に不良品と決めつけるのは良くないけどね","@410708 (1/2)アマゾンです。お手数ですが、メーカーにご相談いただけますでしょうか。初期不良と診断された場合は、交換(可能な場合)または返品を承ります。お手続き方法はこちらをご参照ください。https://t.co/XKRHXOdvr4　ET || @410708 (2/2)なお、出品者が発送する商品の場合は、こちらをご参照の上、問題について出品者に直接お問い合わせください。https://t.co/lbf4guVZUy
どうぞよろしくお願い致します。ET",,,,,
54,2226447,649925,2,0.85,0.0,1,silence_after_action,@115850  @AmazonHelp  Got one of my order today. But received damaged item. See DM for order number and pics.,@649925 We've responded to your query over DM. Kindly check. ^SY,,,,,
55,689469,284755,5,0.4,0.0,0,neutral_reaction,"@AmazonHelp こんにちは、この画像1番目のPCケースを頼み、つい先程届きました。画像2の説明書を読み中身を確認してみるとアクセサリーボックスがどこにも見当たりません。
この場合はケースごと返品した方がいいのでしょうか？ https://t.co/mAOuAagemx || @AmazonHelp 大変申し訳ございません、改めて確認したらHDDを入れるとこにありました…","@284755 (1/2) ご不便をおかけしております。画像付で詳しくお知らせいただいて恐縮なのですが、ご注文から商品を特定し確認させていただかなければ、詳細をご案内することができません。通常Amazonが発送する商品については、付属品だけ不足していた場合も商品全体で返品交換を承っております。 RI || @284755 (2/2) よろしければご注文状況も確認のうえご案内させていただきますので、お手数ですがこちらよりカスタマーサービスにお問い合わせください。https://t.co/mYHvelv5Pa RI || @284755 わざわざお知らせいただき、ありがとうございます。
Twitter上では一般的なご案内となってしまいますが、今後もなにかお力になれることがあれば、どうぞお気軽にこちら公式にご連絡くださいませ。RI",,,,,
56,2102467,620870,2,0.25,0.0,1,silence_after_action,@AmazonHelp can I DM a quick question,"@620870 Absolutely! Feel free to send us a DM, we'd love to help! ^GM https://t.co/1XyLaGkcaN",,,,,
57,843572,159139,9,0.85,0.0,1,neutral_reaction,@AmazonHelp is there anyway of knowing when a parcel will be delivered? It was supposed to be Monday but it's coming today || @AmazonHelp It's amazon shipping || @AmazonHelp I've DMed you the tracking number || @AmazonHelp It just gives a window until 8pm. This order was supposed to be delivered on Monday. How can I change it back to that || @AmazonHelp Yes but I had to email as I can phone so it'll be to late,"@159139 Hi, do you know which carrier is delivering your order? ^KI || @159139 Great we will respond to your DM ^CR || @159139 Hi Suzy, please contact us using the link Danielle has provided to you in DM and we'll check if we can have the parcel re-scheduled for Monday.^MA || @159139 Thank you for that. We will respond to your email as soon as possible and we will take action on your request. Please keep us posted, thanks.^GA",,,,,
58,2103585,621096,6,0.85,1.0,0,neutral_reaction,"@115850 waiting for refund last one month.. Really frustrating now || @AmazonHelp Only this message got with in 15 min. Nothing happened further, I was tried twice already. Again I have to do this. You don't have any data || @AmazonHelp This is again going to chutiyapa on chat center","@621096 Sorry to know you haven't received the refund. Kindly report this to our support team here: https://t.co/HrkDcljT4m ^AR || @621096 I'm sorry for the unpleasant experience with the refunds, write to us 1/2 ^MJ || @621096 here: https://t.co/GIJyeYqKE0 &amp; we'll take necessary actions to make things right. 2/2 ^MJ",,,,,
59,593464,260513,4,1.0,0.0,0,negative_reaction,"@115825  wir wollten gerade lethal weapon schauen. Aber bei folge 1 steht dran, dass es an unserem Standort nicht verfügbar sein. Bei Rest steht, dass Staffel 1 im Prime enthalten ist. Was soll das??? || @AmazonHelp Vielen Dank für die schnelle Antwort. Hoffentlich ist das Problem bald behoben. 🙂","@260513 Hi, dies hat nichts mit deinem Standort zu tun. Wir mussten die Folge aus technischen Gründen aus dem Angebot nehmen. Die Kollegen sind aber schon dran. Leider können wir aber noch nicht sagen, wann die Folge wieder zur Verfügung stehen wird. Gruß ^JS || @260513 Bitteschön. Ich drück die Daumen. :-)",,,,,
60,551997,248666,2,0.75,1.0,0,silence_after_action,@115830 thanks for delivering my Christmas gifts &amp; putting them in my  garden waste bin with my rotting grass &amp; flower cuttings disgusting service #notgoodenough https://t.co/cDZmmy7GU7,@248666 I'm sorry to see it was delivered this way! Please contact us directly to provide feedback on your experience: https://t.co/JzP7hlA23B ^SB,,,,,
61,166530,154679,4,0.15,0.0,1,negative_reaction,@116090  please message me || @AmazonHelp I sent this to the wrong amazon. Sorry :/ it's intended for US,@154679 We're here to help! Please feel free to DM us! ^AB https://t.co/1XyLaGkcaN || @154679 We can assist! Please use the link provided to assist.  ^AG,,,,,
62,2069739,612090,3,0.85,0.0,0,positive_reaction,@AmazonHelp my account was recently broken into. Is there a way to get in the account without knowing the email and password? || @AmazonHelp Thank you,@612090 Please reach out to us here: https://t.co/jzvkhdlrK5 ^RR,,,,,
63,2723407,763963,4,0.15,0.0,0,neutral_reaction,Amazonプライム・ビデオすげぇ… いつのまにか ロボットはっちゃんやタンサー5とかまで無料配信… ほんの7〜8年前までポータブルDVDプレーヤー持ち歩いていちいちレンタルして見てたんだぜ通勤 https://t.co/tUI4nmSoQc || @AmazonHelp ありがとうございます 最高です。,@763963 ご利用ありがとうございます🙇　ごゆっくりお楽しみくださいませΣd(*`･∀･´*)　SM || @763963 お喜びいただけてなによりです(*´∀`*)　リプライありがとうございました！　SM,,,,,
64,2454099,703030,16,0.6,1.0,1,negative_reaction,"@AmazonHelp Yes. But then they just ended up cancelling before I even agreed!  So we’ll see if it comes Tuesday. || @AmazonHelp O-M-G! Again not delivered on the intended guaranteed day!  This is the worst Amazon || @AmazonHelp Guaranteed delivery failed 3 times. You truly need to be crediting me for this purchase and figure out what the issue is in your warejouse || @AmazonHelp Especiall when yourvthe seller lol. What a joke. Every item you have that lists you are the seller should be able to be traced to the || @AmazonHelp Actual warehouse it is out of so that when this issue occurs again and I know it will you can call the manager that oversees that warehouse || @AmazonHelp And figure out what the issue is. If there are no more in stock, upsatevtour site! If you can’t find them,temporarily take off the market.. || @115821 s a new on??? And when I ask them to contact the warehouse to see what the issue is they say they can’t? Are you kidding me? Bad! || @AmazonHelp Can you dm me and I will send it? I don’t want to post the tracking # for all to see || @AmazonHelp So I DM’d the info and they told me they couldn’t help... so what now? || @AmazonHelp Yes you missed it twice, cancelled my order so I could rebuy it (and I didn’t give consent for that) and then missed it again today!","@703030 Hello! I'm sorry your package wasn't delivered. What is the current tracking listed on your order? We'd like to help! ^AJ || @703030 Terribly sorry about the bad experience! Was canceling and reordering the item the only option offered when you called? ^JD || @703030 You can DM us using the link below. Did the tracking provide any incite for the delay? ^TR https://t.co/1XyLaGkcaN || @703030 I'm so sorry! We can't access account info via Twitter, but you can reply to us however is most convenient for you. [1/2] ^TK || @703030 We aim to deliver by the date provided in your order confirmation e-mail. Did we miss the dates provided? [2/2] ^TK || @703030 We can look at this order w you &amp; determine what's going on. Click the link &amp; follow the prompts: https://t.co/hApLpMlfHN ^MW",,,,,
65,2568112,728449,6,1.0,0.0,0,positive_reaction,"@115821 @AmazonHelp your prime membership is a joke My selected prime items will arrive Friday&amp;ur agents in Philippines r clueless #amazon || @AmazonHelp Friday and this was after your rep advised me to select one day shipping... Which is not happening either || @AmazonHelp Then you need to change your sort options bc I sort by prime only&amp; expect it sooner than five days. Why pay extra for prime then? It's awful || @AmazonHelp I guess paying extra for one day shipping isn't working either. Birthday fail! Thanks Amazon, you're going downhill #amazon #annoyed #fail https://t.co/yWMgn1d1Kp",@728449 I'm so sorry for any frustration this has caused you! What was the delivery date provided on the order confirmation e-mail? ^MJ || @728449 Transit time applies once the order ships out. You can read more on Prime Delivery Benefits here:https://t.co/SFWl2MsifU! ^SA,,,,,
66,156682,151986,8,0.85,1.0,0,negative_reaction,@115821 last two ordered never received ... Thinking of giving up this whole amazon prime thing... || @AmazonHelp Yes... Was told that I rescheduled. Which I never did . Was billed although I never received .  Very disappointed || @AmazonHelp Shipped with AMZN || @AmazonHelp  https://t.co/U0nxhxKEuv,"@151986 Hey Gerald! Sorry you haven't received your packages. Have they missed the delivery dates listed in your confirmation emails? ^AP || @151986 I certainly understand your frustration! We want to help. Just to confirm, was your order said to be shipped by Amazon or a third-party seller? You can view this information under the item name in your orders here: https://t.co/Y5jpI9gRhE. ^HC || @151986 Thanks for the information. Can you tell us who the carrier is for this order: https://t.co/Y5jpI9gRhE? ^VS || @151986 I'd like to have a specialist from our team take a look into this for you. At your convenience, please leave us some detailed information here: https://t.co/HFCgMIjs81 ^TH",,,,,
67,2752551,623494,4,0.85,1.0,0,neutral_reaction,@AmazonHelp why can’t I purchase a kindle book on my iPad; there is no option to buy it except on my laptop. Why exclude iPads? You don’t want sales? || @AmazonHelp I didn’t t try from the kindle app; I tried from the amazon app on the iPad. I can purchase from my laptop and from my android device but not iPad.,"@623494 Sorry for the difficulties! While you can't purchase content from the Kindle reading app, you can purchase and transfer content from the Kindle Store. See more details and information here: https://t.co/YAe6ai5U3P ^SG || @623494 I completely understand your frustration! Currently, you are unable to purchase Kindle books through the Amazon app, but you can do it through the Safari web browser on your iPad (see step 1 on the link sent by ^SG) ^TN",,,,,
68,2515888,236949,5,0.15,1.0,0,neutral_reaction,@AmazonHelp About 3000 times || @AmazonHelp Did all the troubleshooting. It’s finding a network that is a half mile away yet not mine that is next to it. || Why does my @115821 Firestick say WiFi not in range when the router is next to it and all other devices are fine?,"@236949 That's odd! Please give us a call here: https://t.co/hApLpMlfHN so we can do some real time troubleshooting and get this taken care of with you! ^TR || @236949 I'm so sorry for this frustrating experience, Cate. Have you tried resetting the Firestick?  You can also check these troubleshooting steps here: https://t.co/myQQnFj2FM ^HS",,,,,
69,1572206,484671,10,0.25,0.0,1,neutral_reaction,@AmazonHelp quiero quitar la subscripción de Kindle || @AmazonHelp No me pone nada de eso || @AmazonHelp Esto es lo que me pone continuar la subscripción yo tengo una. Cuenta gratuita || @AmazonHelp Unlimited || @AmazonHelp O lo he enviado por DM para q veías el error || @AmazonHelp Ok,"@484671 Hola Juan, puedes gestionar tu suscripción de Kindle Unlimited en este enlace: https://t.co/Kjpz9Dyda0. ^LG || @484671 ¿Qué te indica en el sitio web, Juan? ¿La membresía que deseas cancelar es Kindle Unlimited o Prime? ^LG || @484671 ¿Nos podrías enviar un print de la página o del error? ^MB || @484671 Te enviaremos una respuesta por DM, Juan. ^LG",,,,,
70,2964013,817827,10,1.0,1.0,0,negative_reaction,"Trying to do some holiday shopping and @115821 has screwed up 1/2 the deliveries.  I'm done.  ""Prime"" is a joke. Off to the mall I go.  I'd rather deal with idiot people in person than idiot people who sit behind ""noreply"" email addresses.  😠 || @AmazonHelp I tried contacting your customer service and got a generic email back.

No answers to my questions.  No accountability for the problems your service caused.

Do you honestly think I need more generic corporate answers? || @AmazonHelp The *latest* issue is a 3rd party item that's ""in stock"" but my order hasn't been shipped despite being placed 9 days ago. || @AmazonHelp Despite being in stock the email gives no delivery date. ""They need to contact the shipper"".

10 days later I'm still waiting for that to happen.  No estimated date.  Shipper not contacted.  My time wasted (Again). 🖓 || @AmazonHelp You have *got* to be kidding me with this reply. 

Go back and read the message thread.  The answers are there.

As I said from the beginning, classic corporate ""noreply"" garbage.","@817827 I'm so sorry to hear this, Jordy! We like our customers to have a great experience with us, and it seems we've let you down! Without posting personal account information, tell us more about your situation. We're here to help! ^FR || @817827 What was advised in the email? Do you have a current order that's late or damaged? Can you tell me who the seller was, Amazon or third-party? You can see that here: https://t.co/PyACxvY8Qo along with the status of the delivery. ^FR || @817827 What was the delivery date provided in your order confirmation e-mail: https://t.co/CQwB2hEdGx? Have we missed this? ^CL || @817827 I understand your frustration, Jordy! Is the item being fulfilled by us or a third-party seller? If your order is fulfilled by a third-party seller, then they will be in the best position to assist you. You can reach out to them here: https://t.co/12IMfyP65I ^AR || @817827 We'd like to look into this in real-time, as we don't have access to your account via Twitter. This will give us an opportunity to check all available options. When you have a moment, please contact us by phone or chat here: https://t.co/dNXwBZPiM6 ^AC",,,,,
71,2797147,488422,9,1.0,1.0,0,positive_reaction,"Pay for @115830 prime to have it delivered on the day it supposed to says would be delivered by 8pm 2nite and still not received it this is unacceptable in my opinion paying for a service that's not delivering, customer service are useless and it's the 2nd order I not received || @AmazonHelp Thank you so frustrating || @AmazonHelp I have emailed them but feeling am going round in circles with it all thanks || @AmazonHelp Have emailed them I was onto live chat and they are saying nothing they can do I don't understand  why you not for filling prime orders just very disappointed. || @AmazonHelp Ok @amazonhelp I have emailed you with concern of order not for filled. || @AmazonHelp Thank you much appreciated","@488422 I'm sorry for the frustration! We'd like to take a look into this with you. When you have a moment, please contact us by phone or chat here: https://t.co/qy3J24VGxb ^AC || @488422 Please try reaching out via phone or live chat, so it can be looked into and discussed in real-time. ^WJ || @488422 A representative will be reaching out to you shortly to further investigate. Please let us know if you have any other issues or concerns. We're here to help. ^FJ",,,,,
72,1010362,359076,8,0.85,0.0,0,positive_reaction,"@AmazonHelp I have ordered echo dot, said prime membership is free for a year, when the prime membership wil b activate? Aftr delivry? || @AmazonHelp Hello @AmazonHelp i got my order bt did not get any coupon or prime membership details, hw can i get this? prime membership nt yet activtd? || @AmazonHelp That worked!!! || @AmazonHelp Yup thanks 👍","@359076 Have you reported it to our support team yet? If not, please do so using this link: https://t.co/vlvfJrlYEH for more help. ^RS || @359076 Great! We're glad to know that. Please feel free to reach out to us for any further concerns. ^EM || @359076 Prime Membership will be active from the date of the dispatch of the order. Hope this helps. ^CB || @359076 You're most welcome. ^CB",,,,,
73,2750412,770032,4,0.75,0.0,0,neutral_reaction,"@AmazonHelp hola,hice un pedido y pagué para que me lo entregasen en 24 horas y no ha sido así, sigo esperando mi paquete ¿a quién reclamo? || @AmazonHelp la compra la realicé  en Amazon y pague por entrega en 24 horas con correo express, tenían que habérmelo entregado ayer","@770032 Hola, Elena. Sin compartir información de tu cuenta, dime, ¿cuál es la fecha de entrega indicada en el correo electrónico de confirmación del pedido? ¿Realizaste la compra en https://t.co/nUUp5MLhYl o algún otro de nuestros sitios? ^CR || @770032 Lamentamos que no tengas tu pedido. ¿La compra la realizaste en Amazon.es? Además, ¿Qué indica la información de seguimiento de la orden? ^AV",,,,,
74,661322,141432,4,1.0,1.0,0,neutral_reaction,"@115850 again false update by amazon. package delivered on 22nd but the tracking says its 20th.. All proves are here 
fake company. all are plan to save compensation https://t.co/hhapRWTcBz || @AmazonHelp it is to show all that how amazon is fooling customers and giving no compensation","@141432 Apologies for the incorrect tracking update. I'll be sure to pass this as feedback to our team internally. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^MO || @141432 That's quite a remark, Arghya. We do not have compensation or price match policies with us. Appreciate your understanding in this regard. ^SV",,,,,
75,348551,198969,4,0.75,0.0,0,positive_reaction,@115850 Really disappointed with amazon chat agent. Closed my chat even when i was online. This was not expected from Amazon.  😞 https://t.co/fPDPLcpuYc || @AmazonHelp Great to see such a fast response,"@198969 I'm sorry to hear that. Could you please tell me your concern so that I can assist you accordingly? (1/2)^AU || @198969 Please don't provide your order details, as we consider it to be personal info. Our Twitter page is public.(2/2)^AU",,,,,
76,2899670,363330,10,0.7,1.0,1,neutral_reaction,I’m still getting charged after promised for a refunded program huh ? I’m loyal to you guys @AmazonHelp || @AmazonHelp I DM you guys no respond wow || @AmazonHelp 2 hours ago lol || @AmazonHelp Nope nothing || @AmazonHelp I was provided that I’ll get refunded for norton because when I downloaded it didn’t connect to the server,"@363330 I'm sorry for any trouble caused by the unexpected charge, Matthew. Could you let us know what the charge is for? We'd like to help in any way we can! ^FD || @363330 I apologize about the delay! When did you send us the direct message? ^GP || @363330 Ah! Sorry for the delay! What's the current status of your refund here: https://t.co/HbKs2YFewT? ^WT || @363330 Hmm... have you been able to reach out to us in real time (via phone or chat) about this? If so, what information and options were you provided? ^BL || @363330 I'm afraid we can't see account details here on Twitter but please don't hesitate to reach out once more so we can double check that refund: https://t.co/hApLpMlfHN ^BG",,,,,
77,1082206,375282,2,0.4,1.0,0,silence_after_action,@123644 @115821 STOP https://t.co/PjO0c8raqT,"@375282 We’re always looking to improve, and would be happy to accept your packaging feedback here: https://t.co/TH7UAFZey5 ^BV",,,,,
78,701367,287427,6,0.75,1.0,0,neutral_reaction,@AmazonHelp I have 2 charges from amazon digital downloads on my dutch credit card but not used this card to download anything via amazon. Could you help me to figure this out? || @AmazonHelp The description says AT17322__credit_card__ and AT17321__credit_card__ || @AmazonHelp It’s a US dollar account so must come from the United States. Is there a way to chat now or is everything closed,"@287427 I am sorry you have a charge you are unfamiliar with! Without divulging any personal details, what is the description shown next to the payment? ^DJ || @287427 We'd like to take a look at this with you. Since we don't have access to account information over Twitter, please give us a call or chat with us here: https://t.co/JzP7hlA23B ^MH || @287427 Chat support is still available in the US; you can reach out to them using this link instead:  https://t.co/hApLpMlfHN ^GS",,,,,
79,2115612,623668,4,0.4,0.0,0,positive_reaction,@AmazonHelp Looks like Amazon spammers😑 https://t.co/d3C858yb3d || @AmazonHelp Thanks! Will do :),"@623668 You can report any suspicious e-mail here: https://t.co/4jXJE0G2uV ^DD || @623668 Anytime, Tonja! We are always here to help. Let us know if you have any other questions or concerns. ^AL",,,,,
80,1431358,452379,6,1.0,0.0,0,positive_reaction,"@115850 Today i bought Boat earphones, but they are unfit for my ears. Please help me for the refund or help me to buy the different one. || @AmazonHelp Thanks for the prompt reply.But, it is asking for replacement. But i need a refund or exchange || @AmazonHelp Last question can i replace the product from the another one, viz:- boat wants to replace with skull candy, please a request to help.",@452379 Sorry for the trouble with the earphones. Please connect with us here: https://t.co/00q4Sqj9zL and we'll be glad to assist. ^KA || @452379 We only accept replacement as of now. You may refer to the return policy here: https://t.co/S4eX6UOjIb ^RW || @452379 I'm afraid we'll not be able to provide replacement with a different product. ^GK,,,,,
81,115923,141805,6,0.75,1.0,0,negative_reaction,"@AmazonHelp Tried to top up my acc using my @141806 giftcard and you've locked me out if my acc. Urgently need access! || @AmazonHelp Yes. I've replied but it's saying I may have to wait a day?! I don't understand why I have been blocked in the first place. You accept @141806, right?! || @AmazonHelp @141806 Am I wrong in thinking I simply top up my acc via ""gift card"" section and use my @141806 One4Allas a Visa Debit card? || @AmazonHelp Extremely inconvienant service, too be honest. I logged in&amp;had to verify my acc (as I'm travelling &amp; on a diff IP address) to then be locked out. Thank GOD for @6614",@141805 So sorry for the trouble! Have you received any e-mails from our Account Specialists requesting information from you? Be sure to also check your spam/junk folders. ^BL || @141805 We aren't able to view account information via Twitter. Please wait for our Accounts Specialists' correspondence and check the spam/junk folder of your e-mail account as messages may be filtered to there. ^DO,,,,,
82,152028,150740,7,0.6,0.0,1,negative_reaction,"Actual footage of me dealing with @115830 and @AmazonHelp today. https://t.co/0GtGPgowL1 || @AmazonHelp Oh just the usual delayed packages, then wrong items received and then after 2 hours of talking, £10 promo credit received. || @AmazonHelp Not a solution that I was overly happy with, no || @AmazonHelp We can talk about this in DMs if you like","@150740 I'm sorry for any troubles caused, Fraser! Without sharing personal account information, could you let us know what happened? We're here to help! ^TH || @150740 I'm very sorry for this poor experience, Fraser. That's not the service we strive to provide. When speaking with us, was our agent able to provide a resolution for the delayed and incorrect items received? ^TH || @150740 I've enabled DM at the bottom of this message. We'd like to talk through this to see if we can help! ^KJ https://t.co/1XyLaGkcaN",,,,,
83,2149578,631765,2,0.0,0.0,0,neutral_reaction,"Amazonリーデぃんぐ
アンリミテッドの解約方法教えて欲しいだれか。","@631765 Kindle Unlimitedの解約をご希望でしょうか？
以下のリンクより「Kindle Unlimited会員登録のキャンセル」を選択いただくことで次回更新を行わず、キャンセルとなります。
https://t.co/eGqHh60q5c　MH",,,,,
84,571685,254314,16,1.0,1.0,0,negative_reaction,@115850 how can you charge for a product more than its actual #MRP????  @186226 @125519 @117013 https://t.co/dkJeTsMrsP || @AmazonHelp Do you understand that it is illegal to sell a product more than its MRP in India? What kind of justification is this?  @186226 || @AmazonHelp MRP is something that is mentioned on the box of the product. It cannot vary in different regions in India. That is a shocking answer.it cannot have such a huge variance as it is I'm this case.  if there are price changes you have to ensure the right price is updated  @186226 || @AmazonHelp @146956 @120319 @734 @1755 . Request to see the kind of justification that #Amazon gives for selling a product at more than its MRP. Far from being apologetic they offer illogical answers. #BanAmazonInIndia || @AmazonHelp Does not satisfy me as a customer at all. @115851 . This is such a huge error. Sorry Jeff you just lost a customer for life. || @AmazonHelp Sorry but I have moved on. See the kind of disparities that exist. The point is that you guys are not willing to accept a mistake and that is a huge concern. The mistake is not small that it can be ignored. @186226 @115851 || @AmazonHelp First you need to admit that there has been a mistake. Second correct the error on the website so that customers don't feel cheated. https://t.co/vWjVqb3Szw @186226 @115851 || @AmazonHelp Absolutely no need. This would mean that you guys will not admit that there has been an error.  @186226 @115851 . Sad. Really sad || @AmazonHelp I am done sir. Will never again shop on amazon. @186226 @115851,"@254314 I understand your concern regarding the pricing, Karthik. However, pricing and offers are decisions of the sellers. The constantly changing marketplace and our efforts to offer you the lowest price may result in fluctuations in our prices over time. ^AH || @254314 We try to ensure that the MRP mentioned on the website is same as the MRP mentioned on the product that is delivered to you. However, occasionally, the MRP might differ due to reasons listed here:https://t.co/V6G4Ud0lwe Appreciate your understanding.  ^EM || @254314 I shall forward your feedback to the concerned team for review. Appreciate your understanding in this concern. ^HR || @254314 I understand your concern karthik, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly.

Siddharth | Amazon Customer Service || @254314 We'd like to help you, Karthik. Please reach out to us through the link provided earlier and we will look into this for you. ^AH || @254314 I understand your concern. As mentioned earlier, please contact us through the link provided. We'll assist you further. ^JS || @254314 I understand you're upset with the issue. Please reach us through the link provided earlier, we'll get it checked and help you out. ^AP",,,,,
85,830140,317671,5,0.75,1.0,1,neutral_reaction,@115821 @115823 @36561  I recharge my Idea mobile through amazon pay for talk time but I received data balance when friend don't use || @115821 @115823 @36561 Friend don't use amazon pay it's not responsible payment option,@317671 We've responded to your query via DM. Kindly check. ^PS || @317671 I'm sorry to hear that you're upset due to an issue with pay balance. Could you let us know if 1/2^AP || @317671 you've reported the issue to our support team as requested? 2/2^AP,,,,,
86,900418,333748,2,0.6,0.0,0,silence_after_action,"Mi nuevo pasatiempo es saber el status de mis pedidos de @116875, soy sola","@333748 Eso puede contar como pasatiempo, pero recuerda que no estás sola porque nos tienes a nosotros ❤️ ^AV https://t.co/TsTqxOBbAh",,,,,
87,235187,172009,29,0.45,1.0,0,negative_reaction,"@AmazonHelp Now i can upload the voice recording 😡
I think amazon do not solw my problem !!! || @AmazonHelp I can't received in mail in my mail box || @AmazonHelp Now amazon will not responding so i will meet in grahak suraksa office and i will complain of this issue good bye || @AmazonHelp I will wireal thi my issue in all social media ok || @AmazonHelp Then u can track my amazon account || @AmazonHelp Now i don't have time b'coz amazon service is already 20 days waiting to me || @AmazonHelp How many time to i can feeling in my erlier data tell me ? 
I can already feel in my details || @AmazonHelp This is final time ^MS contact in my Amazon account 
Of this number 8980420100 ok || @AmazonHelp Now i m going to police station and registration complain of cheat with me 😡 || @AmazonHelp I want my money other wise i don't have any options of the action on amazon service || Amazon is not give in my money im waiting for last 20 days that's means Very poor service of Amazon shopping. 😡
 @115821 @12747 https://t.co/P7sz7iinYc || @AmazonHelp I can't explain it b'coz it's to long || @AmazonHelp Agar app refund nahi kar sakte to me sms bi delete nahi kr sakta and social media me wireal krta hu || @115821 @12747 This is a call history https://t.co/0gA1qpTfPZ || @AmazonHelp U can call me.in personally 
8980420100 || @AmazonHelp I can already send of erlier sms reply !!","@172009 You may check the email correspondence to your e-mail id. Please do keep us posted if the issue remains unresolved. ^RD || @172009 Sorry for the inconvenience. Please check in the inbox or the spam file and revert back to us for further assistance. ^GU || @172009 As informed earlier, you must have received a correspondence from us. Please revert to it for any further issues. ^YP || @172009 I get you being upset, Mitul. However, please revert to the email you've received from us for updates. ^MS || @172009 As requested earlier, kindly respond to the latest correspondence you received from us. We'd appreciate your understanding. 1/2 || @172009 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA || @172009 Sorry about the stretch. Could you tell us what exactly went wrong? ^MS || @172009 Mitul, we'd like take a closer look, please drop in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you. ^MS || @172009 Could you please let us know if you've filled the details in the link provided earlier? ^RB || @172009 shared earlier so that we can look into it. 2/2 ^SB || @172009 We do not have access to your account details over Twitter. Please drop in your details in the link 1/2 ^SB || @172009 Thank you for filling your details in the link. I've checked and see we've received your details. ^NR 1/2 || @172009 Please allow us sometime to work on it and get back to you an update. ^NR 2/2",,,,,
88,2408719,692616,6,1.0,1.0,0,negative_reaction,"@115850 bad service, items not delivered on time. Customer service hung-up without sorting the issue out. delivery team updated false info. What makes you brag about your services? || @AmazonHelp You had no intention of sorting out the issue! That's for sure!!! || @AmazonHelp Stop assuring. 7 agents did that today!","@692616 Apologies for the experience, that wasn't intended. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you. ^BS || @692616 If you've shared the details in the link provided to you earlier, I can assure you that our team will look into this and get back to you soon. ^SU || @692616 I get you being disappointed, Mahesh. As our team is already working on the issue, they will surely get back to you with an update. Request you wait. ^NK",,,,,
89,355601,200479,9,0.85,1.0,1,negative_reaction,"@AmazonHelp Please share the time line.
How much time it will take to resolve this issue as I had already returned my product to Amazon. || @AmazonHelp Waiting for your response since long.
Kindly update me at the earliest. || Somehow in the Evening I had received another Text Massage from Amazon that my Phone pickup was cancelled due to customer refuse to Return. || @AmazonHelp What is mean of at the earliest as I'm following up since 2nd October 2017 and till date there is no update.
Please suggest || @AmazonHelp Kindly give me the final time line so that I will coordinate with you accordingly.
Waiting for your kind and quick response. || @AmazonHelp It is highly unprofessional and disappointing that it is taking so long such issue.",@200479 We've responded to your query via DM. Kindly check. ^PS || @200479 We value your time. We are working on your issue and will resolve it at the earliest. ^CB || @200479 Apologies for the stretch. We're working to resolve this soon for you. Your patience is much appreciated. ^VN,,,,,
90,2919948,808164,6,1.0,0.0,0,negative_reaction,"@AmazonHelp so why would amazon cancel my order when all I asked for was an update because it wasn’t in. Now you want me to pay an extra 60 bucks to reorder my items because the sales over? #baitandswitch || @AmazonHelp I did, I am currently on the phone. I was told to reorder from a third party vendor since amazon is out stock. And that amazon won’t match the price of the game from when I ordered it because there is no price match policy. || @AmazonHelp And that a manager will be “in touch” within 1-3 hours - with no case reference, no email to my account and no way to follow up. I had to push the rep to give me some form of notice that the issue was being elevated. || @AmazonHelp The outcome so far is I am left in limbo, without my parcel and waiting for a call back from a manager to get a resolution involving amazon honoring the price I paid on Friday for the items.","@808164 I'm so sorry for the trouble! Have you been able to reach us by phone or chat for assistance? If so, what options or additional insight did we provide? ^LR || @808164 We appreciate the information. Please let us know the outcome of your follow up. ^GG",,,,,
91,536515,244315,5,0.75,0.0,0,neutral_reaction,"Quand j'ai vu que amazon avait utilisé TNT au lieu UPS, je me suis dit ça va encore être la merde... et j'ai eu raison, livreur soit disant passé et j'étais absent... mais bien sûr :D.. merci @7776 || @AmazonHelp __credit_card__ le numéro de suivi.Livreur qui ne s'est pas présenté malgré ce qui est écrit (j'ai re-planifié en relais du coup). Pas dramatique mais dommage... et je reçois beaucoup de colis de différents services de livraison pendant l'année (principalement pour un usage pro)","@244315 Bonjour, pourriez-vous nous en dire davantage sur le problème de livraison que vous rencontrez je vous prie? ^BR || @244315 Bonjour,
Je suis désolée d’apprendre cela. Avez-vous contacté notre SAV pour leur faire part de la situation ?
^MD || @244315 Avez-vous signalé cela à notre service?
^YL",,,,,
