annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes
54,306929,189282,3,0.25,0.0,1,neutral_reaction,@AmazonHelp hola les mande mensaje espero me puedan ayudar :) || @AmazonHelp no me ha llego nada 😅,@189282 Hola Karmesite. Te hemos respondido por DM. ^JJ,,,,,
55,2545391,723491,5,0.85,1.0,0,positive_reaction,@AmazonHelp When you make such a blunder you shouldn't worry about the order number being made public. Please focus on getting my friend a replacement asap. || @AmazonHelp I sure hope so. Thanks for the prompt reply.,"@723491 Apologies for the hassle. Kindly request your friend to contact us here: https://t.co/vlvfJr4nN9. We will assist further. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS || @723491 Thank you for the confirmation. Our support team will look into the concern and update the account holder accordingly. ^AM || @723491 Appreciate your understanding. Please feel free to get back to us for further concerns. ^BV",,,,,
56,363998,202270,4,0.45,1.0,0,neutral_reaction,"@AmazonHelp Thank you, I went ahead and requested for cancellation. || @115850 Hi Amazon, I placed an order half n hour back, which i now want to cancel but I cant locate Cancel order option. Please help.",@202270 You're welcome. We'll also send you a confirmation email once the order is canceled. Kindly refer for more info. ^PS || @202270 Please get in touch with our support team: https://t.co/vlvfJr4nN9 for further assistance. ^HA,,,,,
57,170894,155855,6,0.75,1.0,1,neutral_reaction,"@115830 Can someone please DM me about your shocking customer service and crap Black Friday ordering.  You’re on a par with @252 right now, and the whole world knows how shit they are! 🤬😠😤 || @AmazonHelp Are you able to trace online chats or do I need to screenshot what is happening ? I am beyond fed up with the *help* I’ve got tonight! 😤 || @AmazonHelp It is far too long winded to discuss on Twitter. I have got nowhere with live chat. Am fed up with the way I’ve been treated by your customer services tonight 😩😤 What do I do now?","@155855 We'd like to help! Please use the link below to DM with us. As a reminder we don't have access to your Amazon account; please refrain from providing personal or account details.  ^AG https://t.co/1XyLaGkcaN || @155855 For security, we are unable to view customer account details on Twitter. However, our chats are recorded. Please let us know what's going on. ^BH || @155855 Understood. Without posting account or order details, can you please tell us about the initial issue you were trying to get resolved when you contacted us? https://t.co/1XyLaGkcaN",,,,,
58,436906,143655,9,1.0,1.0,0,positive_reaction,@115821 I purchased something for $9.99that was supposed to be delivered yesterday&amp;wasn’t.2day it’s $7.47.Can I be reimbursedthe difference? || @115821 @AmazonHelp please see my above tweet || @AmazonHelp This is what it says. But now those strainers that I paid $9.99 for r $7.47. Since I don’t yet have the item can I get back the difference? https://t.co/GyIXx4kUK3 || @AmazonHelp This is the last update from yesterday morning https://t.co/uaE5l9KATA || @AmazonHelp No thanks. I need the item and that will just delay it more. And last time I sent something back i had to pay shipping back. Not worth it || @AmazonHelp How can I find out where my package is? The tracking hasn’t updated since yesterday morning,"@143655 I'm sorry we didn't get your package delivered to you, Kari! Can you tell me the status &amp; carrier listed?https://t.co/Y5jpI9gRhE ^FR || @143655 You can send the package back for a return and place a new order: https://t.co/SOPTYuv9XR ^AF || @143655 Have you had a chance to contact the carrier for more specific delivery details: https://t.co/c2992xi02y? ^LI",,,,,
59,973539,350881,4,0.6,0.0,0,neutral_reaction,How Amazon India is cheating to customers?  https://t.co/fWx9vlgycs || @AmazonHelp Chill guys.. just shared an article.,"@350881 and our efforts to offer you the lowest price, may result in fluctuations in our prices over time. 2/2 ^AH || @350881 I do understand your concern. Amazon doesn't offer a price match. The constantly changing marketplace. 1/2 ^AH",,,,,
60,549485,247945,3,0.6,1.0,0,positive_reaction,whats the minimum following for an #amazon affiliate? @AmazonHelp @25043 || @AmazonHelp thanks homies 🙌,"@247945 There aren't hard numbers for the Amazon Associates program, each submission is reviewed on a case by case basis. You can learn more here: https://t.co/XlKHJsVn7g ^GS",,,,,
61,1263931,236995,6,0.25,0.0,0,negative_reaction,"@AmazonHelp Never seen it before :) thanks for confirming! || @AmazonHelp Actually... I do have one issue: your delivery people often don't ring our doorbell, claiming we're not home while we are. || @AmazonHelp Today the same issue again, didn't ring the doorbell and delivered it at our neighbours (something I don't like to begin with).","@236995 What you are seeing is only an authorization held by your bank, and will fall off within 1-2 business days. (2/2) ^MW || @236995 No problem! If you have any other questions or concerns, please reach out to us anytime. ^TH || @236995 Oh my! I'm sorry about that. We'd like to look into this for you, please reach out to us here: https://t.co/JzP7hlA23B ^AL",,,,,
62,830139,317671,5,0.75,0.0,1,neutral_reaction,@115821 @115823 @36561  I recharge my Idea mobile through amazon pay for talk time but I received data balance when friend don't use || @115821 @115823 @36561 Friend don't use amazon pay it's not responsible payment option,@317671 We've responded to your query via DM. Kindly check. ^PS || @317671 I'm sorry to hear that you're upset due to an issue with pay balance. Could you let us know if 1/2^AP || @317671 you've reported the issue to our support team as requested? 2/2^AP,,,,,
63,1432252,452580,3,0.75,0.0,0,positive_reaction,"@115821, Is there a way to reverse the charges resulting from a 4 yr old ""buying"" games on her little pink Fire tablet? || @AmazonHelp Thank You! This is exactly why I stay with @115821 !","@452580 Uh oh! We'll gladly look into this with you, Rob, if you'll please phone us here: https://t.co/hApLpMlfHN Keep us posted! ^LB",,,,,
64,462534,127671,5,0.75,0.0,0,positive_reaction,@115821 I am trying to Livestream from my LG v30 to my new fire stick to play a movie and it is very choppy. I'm using a 5ghz network and it works fine on my Roku.  Any firmware update to fix this? || @AmazonHelp Thanks! I'll check it out soon || @AmazonHelp It's the newest version,"@127671 I'm sorry you're encountering issues streaming to your Amazon Fire TV Stick! You can check to see if your software is up to date here: https://t.co/iBz9UXXj6s. Also, for further troubleshooting check out our tips: https://t.co/tFtiSH0xV6 ^AM || @127671 You're welcome! Please let us know if we can be of any further assistance. We're always here to help. ^HC",,,,,
65,493271,232601,8,1.0,1.0,0,neutral_reaction,"@115850 @AmazonHelp I hv ordered pen with blue ink (description also says that), but getting black ink inspire of e-mail and phone requests &amp; three times replacement/new order. This just shows your team seriousness towards customer requests. Sad to see your standards dropping. || @AmazonHelp Have done that. But what’s the point, have raised it before but no one does anything??? || @AmazonHelp I told you I have done that. Hope it’s clear || @AmazonHelp Done once again.","@232601 I understand the product didn't meet your expectations. Kindly share your details here: https://t.co/GIJyeYqKE0 and we'll assist you accordingly. ^GD || @232601 Kindly share your details via the above link. We'll check this for you. ^SG || @232601 We cross-checked with our resources, but couldn't find your details. Please refill the form and ensure that same is submitted. Once done, we'll be able to pull up your account to investigate. ^CB || @232601 Thank you for sharing the details. We'll look into it and reach out to you with further assistance. ^MO",,,,,
66,327026,193934,5,1.0,1.0,0,neutral_reaction,"@115823 
Amazon pay failed.
Money Deducted Twice from my account and customer care told that deducted transaction is not showing to them. || @115823 @115850 
Amazon pay failed.
Money Deducted Twice from my account and customer care told that deducted transaction is not showing to them. || @AmazonHelp That was not feedback .
It was complaint.",@193934 Sorry for the hassle Manish. I'll surely pass on your feedback to the concerned team internally. ^HN || @193934 Apologies for the confusion. Please write to us here: https://t.co/GIJyeYqKE0. We'll get this checked. ^VN,,,,,
67,1264452,416101,6,1.0,1.0,0,negative_reaction,"@115830 bought an item and tracking shows it as delivered, except it wasn’t. How can I get a refund? || @AmazonHelp It was a third party seller || @AmazonHelp Not yet, the problem is tracking shows as delivered, but it wasn’t. Should I contact the seller or courrier?","@416101 Hi, I do apologize for the trouble. Was the order sold directly by us or it was from a third party seller ? ^MB || @416101 Have you contacted the seller?  ^VL || @416101 Yes, contacting the seller would be the first step. You can find out more info on how to here: https://t.co/RMrvEiqfaB ^CM",,,,,
68,897610,333167,2,0.25,0.0,1,no_action_observed,@AmazonHelp please check your DMs. Thank you.,@333167 Thanks for the info. We've responded to your DM. ^GG,,,,,
69,1925469,497993,4,0.25,0.0,1,positive_reaction,@AmazonHelp Ok I will DM with my contact number. || @AmazonHelp Thanks for the quick response. Will surely report the incident w.r.t that order.,"@497993 Also, please don't provide your order/account details as we consider them to be personal information. ^HK || @497993 We've responded to your query via DM. Kindly check. ^PS",,,,,
70,2429494,217031,3,1.0,0.0,0,positive_reaction,"@119625 When will season 5 of Wentworth be on Prime or video? I see the DVD is available but haven’t got a player anymore! 👍 || @AmazonHelp Thanks, I’m in UK","@217031 I get your concern, As the content is geo-specific, could you please let us know from where you're trying to access content? We'll assist. ^BA",,,,,
71,2731196,765658,2,1.0,0.0,0,no_action_observed,"@116090 - #AmazonPrime offers free two day shipping. So, what exactly is wrong with this picture? Should they call it ""AMAZON PRIME 4 DAY SHIPPING"" ? It has the prime symbol. Am I missing something? Most important order of year for family -  a birthday #PrimeFail :( #Monday https://t.co/MMXOOABKRZ","@765658 Hello Ed, certain items may take a bit longer to dispatch, Prime delivery refers to the shipping time once dispatched. You can find more information on our help pages: https://t.co/BJolmhQUt1 ^BD",,,,,
72,2394498,689341,2,0.6,0.0,1,neutral_reaction,@115850 @115851 Do you guys outsource your sellers onboard campaign in India or not..??.@93495 @93496 solution outsourcing this.??,"@689341 I wasn't able to comprehend your concern, Phani. Kindly DM us your question in detail so that we can help you with further information. ^NK",,,,,
73,2915803,139204,6,1.0,1.0,0,negative_reaction,"@115821 it'd be really nice if your delivery people would knock on the door so my packages don't look like this... https://t.co/76QrrvitkE || @AmazonHelp Amazon logistics. This is the second time this has happened. The first time was a swing for my daughter, but the product was intact. || @AmazonHelp I've already called and gotten a refund, but they didn't address the issue that my wife was in the living room and no one knocked on the door.","@139204 Yikes! I'm sorry that happened. Can you provide info on who the carrier is: https://t.co/Y5jpI9gRhE  ^LL || @139204 Thank you for that information! We would like to escalate this for you! When you have time, please provide your order details here: https://t.co/VstCqdpjKV ^AR || @139204 Edward, you're more than welcome to provider carrier feedback here: https://t.co/hApLpMlfHN so we may address the carrier not knocking for you as well. ^SY",,,,,
74,520700,240203,2,1.0,1.0,0,silence_after_action,"So if I order something on Wednesday on @15436 and it arrives on Saturday, is that really 2 day shipping? #4DayPrime @AmazonHelp",@240203 I'm sorry for the frustration! Two-day shipping refers to the transit time and does not include the necessary time needed to process your order. ^TN,,,,,
75,2868358,796583,2,1.0,1.0,0,silence_after_action,@115821 your delivery service AMZL US absolutely SUCKS. You tell us to ship packages to our office to prevent thefts but your own delivery service cannot deliver the package during business hours. Why even bother having Prime membership.,"@796583 Oh no! I'm sorry we let you down! What does the most recent order status state? You can check here: https://t.co/Y5jpI9gRhE. 
Please keep us updated on your package delivery. We're here to help! ^LL",,,,,
76,1616321,297095,5,1.0,0.0,0,negative_reaction,"@115851 Your goal for 2018 should be fix your major shipping issues. We pay Prime so @115821 can take 2 wks for something to be... || @115851 @115821 ...shipped from your warehouse. 2 day shipping means nothing when it takes TWO WEEKS 2 even be shipped FROM UR WAREHOUSE || @AmazonHelp  Ive already spoken to customer service hence my frustration.It’s happened before where if it hasnt shipped by now,it never will || @AmazonHelp ...name?” “By the way, what’s your address.”","@297095 Hi, sorry to hear that, some orders may take longer to dispatch, has the delivery date stated in the order confirmation email passed? ^JJ",,,,,
77,2278373,306380,2,0.6,0.0,1,no_action_observed,@AmazonHelp i am following amzaon regarding this issue since yesterday .but not getting support .if something went wrong .amazon is responsible for this,@306380 We've replied to you via DM. ^SG,,,,,
78,2663183,750519,3,0.0,0.0,0,no_action_observed,amazonプライムとか全く会員なった記憶ねーのにいつの間にかなってた,@750519 Amazonプライム無料体験をご利用いただいておりませんか？Amazonプライムは、無料体験お申し込みの画面、またお申し込み後に送信されるEメールにてご案内しておりますが、自動更新をオフにされていない場合、体験終了後に有料会員へと移行となります。 TN || @750519 キャンセルをご希望の場合はリンクをご参照ください。https://t.co/JrKFIybs6n  更新後に特典の利用がなければ全額返金させていただいております。なお、プライムでは以下のような特典をご用意しています。https://t.co/FJh7vAncqv TN,,,,,
79,1043150,366681,7,0.45,0.0,1,negative_reaction,@AmazonHelp Still waiting to hear back from you on this || @AmazonHelp @115830 Did you get my DM? || @AmazonHelp Please see the attached screenshot https://t.co/zt875tFbVa || @115830 Awful customer service experience. Couldnt even sort out my simple issue. Call centre staff hardly speak English. Very #frustrated,"@366681 Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: https://t.co/JzP7hlA23B ^RS || @366681 Sorry, I cannot see a DM from your account. ^JJ || @366681 I am so sorry about that, Mitesh! Without giving account information, can you tell us more about what's going on? ^BE",,,,,
80,1034668,336034,7,1.0,0.0,1,neutral_reaction,@115850 @AmazonHelp My order Still Not Dispatched yet! I have ordered on 19-10-2017. Kindly look into this! Can you please deliver it fast? || @AmazonHelp 26-10-2017 || @AmazonHelp Kindly check DM,@336034 Could you let us know the estimated delivery date for the order? 2/2 ^AP || @336034 I understand your concern for the order. We dispatch and deliver the orders as per the provided estimates. 1/2 ^AP || @336034 We've responded to your query via DM. Kindly check. ^PS || @336034 We've responded to you via DM. Kindly refer. ^EM,,,,,
81,745999,298339,5,0.85,0.0,0,positive_reaction,"@AmazonHelp We finally got a hold of a supervisor that understood. However, my American Express was still charged twice. Done w/ #amazon || @AmazonHelp My payment went through twice. Thank God for#americanexpress for handling it. || #amazon has the worst customer service ever. Don't ever order from them. Not only messed up my order but won't fix it.","@298339 When you spoke with us, were we able to explain to you, what the second charge was for?  ^AG || @298339 I'm so sorry to hear this!We'd like to help in any way we can.Do you mind telling us a little more about what's going on?^NM",,,,,
82,863372,325015,4,0.6,1.0,0,negative_reaction,"@115850 disgusting , ordered 2 pair of shoes, got one, paid for two
#dissapoiniting || @AmazonHelp I did it already, it's not about the solution, it's about the problem, why it is happening on regular basis , have a permanent solution.",@325015 I'm sorry for the disappointment. Please contact us here: https://t.co/vlvfJr4nN9 so that we can assist you accordingly. ^PJ || @325015 I understand. Kindly fill in your details here:https://t.co/GIJyeYqKE0 and we'll have this checked. ^PB,,,,,
83,2280500,327728,4,1.0,1.0,0,positive_reaction,"Has anyone actually received something on time with same-day shipping w/ .@115821 Prime? I've tried to twice and both times there were ""unable to gain access"" and it was brought the next day. Maybe third time's the charm? 🤔🤔🤔 || @AmazonHelp Thanks for your speedy reply! I believe the carrier is Amazon itself with same-day deliveries in my area. I just made a same day order for today, hoping it will actually come in today!","@327728 I'm sorry to hear this! Have you noticed this to be a trend with a specific carrier? ^TH || @327728 Thanks for checking for us! I'd like to get this escalated to our Logistics team on your behalf. When you have a moment, please send us some more info about your late orders here: https://t.co/CdG0tIfmAY ^DW",,,,,
84,2855169,793641,7,0.75,1.0,0,neutral_reaction,"Black Friday highspots and @115821 screwed me again on packaging but what do you get #ProWrestling #4Horsemen #oleAnderson #ArnAnderson #TullyBlanchard #BrianPillman #RicFlair #Mankind #BlackFriday #HighSpots #FUAmazon https://t.co/QY77ywxOV2 || @AmazonHelp  https://t.co/iFi2qjjOos || @AmazonHelp All feedback I’ve left on damaged good couldn’t be posted for some reason, but all positive feedback I’ve left in the past could, I’m basically getting ripped off after being assured it wouldn’t happen again || @AmazonHelp Just got done chatting with someone all they wanted was for me to return the stuff and they refund it, not good enough to me especially since his is the 3rd it’s happend","@793641 I'm sorry for the issue with the items you've ordered. Did they arrived undamaged? ^DO || @793641 I apologize for the inconvenience! In some cases, replacements may not be available so returning for a refund would be the best option. Please also be sure to leave package feedback here: https://t.co/8IBgtlyXLo ^CS || @793641 We'd like a chance to take a look at this with you. When you have the time, please reach out to us via phone or chat here: https://t.co/hApLpMlfHN ^KP",,,,,
85,38802,124467,4,0.75,0.0,0,positive_reaction,"@115821 @117634 @2352 Hi, claimed 2 books, but they aren't showing up on my Kindle. The last 2 I claimed did. Please help! || @AmazonHelp Thanks! Yep, I checked there, and the books I checked out through OverDrive are not listed there (even though the last two I did are).",@124467 Hi there! We'd love to help out in any way we can! Are you able to locate the books here: https://t.co/6QNgPiW20K? ^WJ || @124467 I'd recommend walking through these steps: https://t.co/6JszbxM6ST ^AF,,,,,
86,2290929,665426,2,1.0,1.0,0,silence_after_action,@115850 charged ₹ 197 to a prime customer for an item whose printed MRP turned out to be ₹150 when the pack was delivered and opened. No response to feedback given,@665426 I’m sorry about the unpleasant experience. Please escalate this to our support team here: https://t.co/vlvfJr4nN9. We’ll look into it. ^SB,,,,,
87,2910317,805699,6,0.75,1.0,0,negative_reaction,@115830 your customer service is abismal. You have just lost a loyal customer through giving me the wrong advice and costing me money || @AmazonHelp I bought a product off you and then cancelled as found cheaper. You still delivered and tried to charge me returns. Your advisor said they would advance refund so I could return and still buy product elsewhere. Refund never came and now I’m out of pocket as deal elsewhere has end || @AmazonHelp I’ve emailed your ceo and the response I was given was sorry for being given the wrong advice by the agent and I can still return the goods if I wish. It’s TOO LATE now. The offer has ended. I am out of pocket. Something NOBODY at amazon can seem to understand || @AmazonHelp @115830  I see you have chosen to ignore the issue due to not having an answer @115851,"@805699 I'm so sorry for the poor experience you've had with us, Johnathon! Without providing personal or account info, could you tell us what the original issue was? We'd love to help! ^AR || @805699 This isn't what we like to hear! Refunds typically take 3-5 days to appear on your billing statement. Do you remember how long ago the refund was requested? Did you ever receive a confirmation e-mail? ^BH",,,,,
88,2450868,702366,3,0.6,0.0,0,negative_reaction,Binge watching an 18+ series isn't fun on @116618. Yes I'm still old enough 45mins later... 😑 || @AmazonHelp That just works for parental control. You can't turn off the pin requirement for 18+ content. Thank you anyway!,"@702366 If you'd like, you can turn viewing restrictions off. You can learn how here: https://t.co/c0T58hT1Xp Keep us posted! ^LB",,,,,
89,480449,229180,3,0.25,0.0,1,positive_reaction,@amazonhelp hi..i havea query.. can you just dm || @AmazonHelp Pls reply me ASAP..thanks,@229180 Thank you for writing to us today. We'll reply to you via DM. ^SG,,,,,
90,2789030,275648,4,0.6,0.0,0,neutral_reaction,@116875 podrían ayudarme a desbloquear mi cuenta xfavor? no me manda ningun correo con instrucciones para desbloquearla || @AmazonHelp si ya y no tengo nada,"@275648 Hola, Verónica. Lamento los inconvenientes. ¿Ya verificaste en la carpeta de correo no deseado? ^CR || @275648 En este caso por favor entra en contacto con nuestro Departamento de Cuentas por el siguiente enlace: https://t.co/YCklWfNgzz    ^JJ",,,,,
91,1773832,533107,5,0.6,1.0,0,negative_reaction,"@AmazonHelp I've found it, thanks! One other question: When I send documents to my  Android app, it gives me an error that something was wrong. || @AmazonHelp This is all it says on my Galaxy S7 when I try to send a document to the app. However on my tablet and via email it works perfectly fine. https://t.co/ZnRjWUgcTm",@533107 I'm sorry for the difficulty! Please check this link: https://t.co/Dbi2b4aD3L for assistance! ^TR || @533107 That's odd. What type of error are you experiencing exactly? We'd be happy to help! ^SK || @533107 Reach us here so we can have a look into this with you: https://t.co/EGuNnVFGFF ^CL,,,,,
92,785789,307481,4,0.7,0.0,1,neutral_reaction,"@AmazonHelp Pathetic service from your transportation department. No info about delivery . Crap tracking system. wtf happening with my order || @AmazonHelp it was yesterday night 8pm, based on Guaranteed in a day delivery. Still delivery pending. but refund of 100 rs initiated.",@307481 We're sorry about the hassle with tracking your order. Could you help us with the estimated delivery date on the order? ^HK || @307481 We've responded to your query via Dm. Request you to check the same. ^SH,,,,,
93,619973,267153,2,0.75,0.0,0,no_action_observed,"@120533 Bonjour, si on ne va pas chercher un colis a la poste et qu'il vous est retourné, peut-on être remboursé comme un retour classique ?","@267153 Bonjour, effectivement, le remboursement sera déclenché automatiquement dès réception du colis par l'entrepôt. ^SB",,,,,
94,1321660,428545,3,1.0,1.0,0,negative_reaction,"@115850 @121294 I can't find #Amazon prime video app in my LG smart TV, why so? I don't see the app in search list too!😥 || @AmazonHelp Thank you! My TV (LG Smart) does support all video formats but can't C d Amazon prime App (unlike #Netflix) @121294 can you pls help?","@428545 No worries, Janmejoy. You could check the reason and find a work around here in this page: https://t.co/c1lEHJ4yzH ^JC",,,,,
95,1212685,404627,13,0.6,0.0,0,negative_reaction,"@AmazonHelp It's been 2days but I didn't receive any call @AmazonHelp || @AmazonHelp I have already provided my details on the given link || @AmazonHelp Thank you for the help.
My problem resolved. || @AmazonHelp The mail was not helpful can u pls contact me on my cellphone .
Number I have send u on mail. || @AmazonHelp I have already replied on mail.
Hoping I will get response soon. || Worst service Amazon.
Canceled order false reason of me refusing to accept order even after me calling dem 20 times.
#Amazon #AmazonIndia","@404627 and send us the details using the link provided by 'MO' and I will look into the issue right away. (2/2)^SF || @404627 I'm afraid we haven't received your details. Please sign in to your account, (1/2)^SF || @404627 Could you confirm receiving an email from our team here: https://t.co/NTkrxpsbHJ ? ^KA || @404627 I do get your concern. Kindly reply to the email you've received from our team and we'll reach out to you. ^MM || @404627 Thanks for writing back to us. We'll get back to you with an update shortly. ^ZH || @404627 Apologies about your recent experience. We'd like to help. Kindly share your details here: https://t.co/beaaDm0muc (1/2) ^MO || @404627 and we'll contact you soon. (2/2) ^MO",,,,,
96,989939,354494,20,1.0,0.0,0,negative_reaction,"@115850 
Return for one item of  order# 408-9905761-1609160  were requested on 17 Oct but no update yet n not yet returned .
Any update? || @AmazonHelp 
After repeated request (6 nov) still this returned  item not yet picked by Amazon folks.. wht shud i do now. This is pathetic. https://t.co/60H21sgzwc || @AmazonHelp its of no use.
Tried more than 5-6 times but no help. Can you plz direct anyone to handle this or share contact details || @AmazonHelp 
Updated details.
Hope you folks wil take sum action on time. || @AmazonHelp shared details. 
2nd time this is happening in 1 month.
Pathetic service || @AmazonHelp i hv already replied to that mail || @AmazonHelp can you plz ask ur cust care to call me? || @AmazonHelp i hv already replied to ur Nov 11 email.. || @AmazonHelp any update Amazon.
Order is not yet returned.
Pickup tracking id- 511376108073 || @AmazonHelp 
@AmazonHelp any update Amazon.
Order is not yet returned.
Pickup tracking id- 511376108073
#Shame || @AmazonHelp 
Order 
403-6123383-5489968 || @AmazonHelp thanx but whn u guys gonna resolve my issue","@354494 I understand your concern, please contact us here: https://t.co/rS49hgaADF so that we can assist you accordingly. ^MN || @354494 Sorry about the delay in the pickup of your order. Please respond to the email you've received from Social Media Team and we'll reach out to you soon. ^AS || @354494 here: https://t.co/beaaDm0muc and I’ll contact you at the earliest. 2/2 ^AH || @354494 Apologies for the hassle, I'd like to assist you. Kindly drop in your details  1/2 ^AH || @354494 Thanks for submitting your details, Vibhukant. Our team will contact you at the earliest. ^GD || @354494 I understand your concern regarding the pickup. Twitter being a Social Media Platform we would not be able to arrange a callback. Please reply to the correspondence with your convenient timings and we will contact you. ^AH || @354494 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2)^SU || @354494 I apologize for the delay in resolving this issue. Please reply to the email sent to you by our team. We'll help you. ^PJ",,,,,
97,2254405,656692,3,0.45,0.0,1,positive_reaction,@AmazonHelp hello can you get back to my message please I have inboxed you thank you || @AmazonHelp I have messaged you via inbox thank you,"@656692 I understand your concern, Chris! We have responded to your Direct Message. Please respond to us via that platform. ^HM",,,,,
98,760425,301694,6,0.75,0.0,0,neutral_reaction,"non male @120540, solo 12 giorni di ritardo (se tutto va bene), però anche un buono da 5€ per il disagio || @AmazonHelp sì lunedì 16, ma doveva arrivare mercoledì 4 || @AmazonHelp sì oggi","@301694 Mi dispiace per il ritardo Antonio, ti è stata fornita una nuova data di consegna? ^MZ || @301694 Mi spiace, il tuo ordine è stato già spedito? ^ST || @301694 Grazie per il riscontro. Rimaniamo a tua disposizione! A presto! ^GA",,,,,
99,2011963,594938,4,0.7,0.0,1,neutral_reaction,"@AmazonHelp It’s saying we are unable to find ur order and the call is been disconnected || @115850 
Please help me Team I lost 199 on Amazon pay While recharging jio
It was unsuccessful only 200₹ was refunded
199₹ was not there",@594938 I’d like to understand this better. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you at the earliest. ^RD || @594938 We've responded to your query via DM. Please check. ^HD,,,,,
100,1742679,162488,4,0.7,1.0,0,neutral_reaction,@AmazonHelp when will my account will be unlocked...🙄🙄🙄😥😥😥......I need my account to be unlocked please help || @AmazonHelp No email linked to account 😭😭😭,"@162488 Sorry to know that your account is locked, Devesh. Please respond to the email sent to you by our Account specialist team. ^MP || @162488 My apologies, Devesh. Please reach out to us via: https://t.co/z71JuXxmYn and we will have this checked further. ^KS",,,,,
101,1458044,458408,4,0.6,0.0,1,neutral_reaction,@115821 when is it ever acceptable to leave a pkg here? https://t.co/0VQoEncOLE || @AmazonHelp I have no idea who delivered it. This is where it was when I came home. Would it be on the label?,@458408 I'm sorry your package was left there! Can you confirm who the carrier was for this delivery? https://t.co/Y5jpI9gRhE ^EZ || @458408 I replied to your Direct Message. ^SJ,,,,,
102,1445442,455415,9,0.85,1.0,1,neutral_reaction,"@AmazonHelp @115850  called many times but no body is coming to take reutuned product || @AmazonHelp @AmazonHelp @115850  No body is coming to take the product  and i have not got any call . I am calling since 8 days || @AmazonHelp Filled the form .but no action yet . WTH you are doing || @115850  For the Order#171-5545073-8545123   , i have asked for the Return but your agent is not reached yet","@455415 We have responded to your query through DM. Please check. ^AH || @455415 Apologies for the ordeal with the returns, please fill this form here: https://t.co/GIJyeYqKE0 and we'll contact you soon. ^PS || @455415 You should have received an email correspondence from our team to your registered email address. Request you to check the same.^MM || @455415 My apologies, Dayawan. Please fill in your details here: https://t.co/xypQbNJ2pw and we will get back to you soon. ^KS 1/2 || @455415 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2",,,,,
103,1347549,434252,6,1.0,1.0,0,negative_reaction,Never use @115821 chat when u have concerns on your package! rude and will pass u to different people if they don’t want to deal with u 😡😡😡 || @AmazonHelp Yes 😫 usually I’ll get it resolve but for some reason associates on chat were rude and made promises they cant back up 😭 || @AmazonHelp AMZL US carrier. Was supposed to arrive yesterday. An associate offered a prime mem extension but never gave it.,"@434252 Hey Roxanne, I'm so sorry! Are you waiting on a package that's missed the promised delivery date? We're here to help!  ^PF || @434252 I see, Roxanne! Has the order selected a carrier? https://t.co/Y5jpI9gRhE If so, have you contacted them for options? ^FR || @434252 I'm sorry for the bad experience you've had. My team would like to look at this in detail.  Click here:https://t.co/vZdwC7TIa5 ^EM",,,,,
104,1212741,404635,4,0.85,0.0,1,neutral_reaction,@AmazonHelp So my account has been blocked once again for no reason (or atleast it wasn't told to me) i'm getting a little sick of this. why do my accounts keep getting blocked?? || @AmazonHelp I have not recieved any email. Can we take this to the DM?,@404635 Sorry to hear about your account! Have you received an e-mail from an Account Specialist? We're here to help! ^AB || @404635 Definitely! Please feel free to DM us. ^AB https://t.co/1XyLaGkcaN,,,,,
105,231745,171198,11,0.6,1.0,0,negative_reaction,@AmazonHelp And it's been 24 hours. Nothing came thru yet. You promised to call within 12hours.hahaha. || @AmazonHelp Man I have already filled out the details. How much more I need to fill up. || @115850 Can't add money to Amazon Pay. On 21 Sept your executive said it will be solved in 48 hours. Is the period over yet? https://t.co/6AjoiDLkHH || @AmazonHelp Not at all. Haven't added at all || @AmazonHelp Been hours since I filled in details. No response yet.,"@171198 Sorry for the disappointment. We wouldn't have access to your account details via Twitter. Please reply to the email (1/2) ^KA || @171198 you've received from our team here: https://t.co/NTkrxpsbHJ and we'll reach out to you. (2/2) ^KA || @171198 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN || @171198 Hi, could you let us know if you've crossed the maximum limit for adding money to your Amazon pay balance? ^AK || @171198 Let us check this out for you. Please drop your details here: https://t.co/nQrSan0COS and we'll reach out to you. ^VM || @171198 I'm sorry it is taking longer than expected. We're looking into the issue and shall get back to you soon. ^SH",,,,,
