annotation_id,conversation_id,customer_id,turn_count,D1_context_specificity,D2_action_specificity,D3_dm_redirect,D4_observable_outcome,customer_messages,agent_messages,evidence_complete,action_observed,customer_reaction_observed,dm_redirect,notes,suggested_evidence_complete,suggested_action_observed,suggested_customer_reaction_observed,suggested_dm_redirect
111,1137322,387909,44,0.25,1.0,1,negative_reaction,@AmazonHelp No resolution yet! Where is my money? #Amazonfraud || @AmazonHelp They are saying the same thing from past 2 days that your team is still checking || @AmazonHelp No resolution yet! #Amazonfraud @115851 || @AmazonHelp I've already responded yesterday only || @AmazonHelp More than 72 hours up and no resolution yet!! || @AmazonHelp Same response that we are looking into the issue. Are you going to give my money back or not? || @AmazonHelp Done. Now by when will I get back my money? || @AmazonHelp It's been more than 24 hours now. And I haven't got any resolution || @AmazonHelp Earliest? When? I want a resolution right now || @AmazonHelp I've already submitted this form 20 hours back and you say I'll get resolution within 12 hours of submission of this form!! || @AmazonHelp No update yet! This is disgusting from an well known international shopping site || @AmazonHelp Haven't received any DM. Stop lying || @AmazonHelp I've already replied to your email and no response has been received after that || @AmazonHelp Getting same response from you everywhere. 'Please allow us sometime' your standard response for each issue || @AmazonHelp No DM received || @AmazonHelp Again same thing :( can someone call me from your end || @AmazonHelp Already sent || @AmazonHelp When? || @AmazonHelp sent dm along with details plz respond asap || @AmazonHelp No update yet been more than 2 hours || @AmazonHelp I need to place an order urgently || @AmazonHelp No update yet,"@387909 I'm sorry to hear you have not received the amount yet. Rest assured, I'm sure our (1/2) ^VM || @387909 team would have reverted to your query here: https://t.co/8DAc10S7ww. (2/2) ^VM || @387909 I'm sorry for the tail with your concern, we are actively working on your issue &amp; we'll get back to you once we have updates. ^MJ || @387909 I'm sorry for the long stretch. Kindly revert to the email sent by the Social Media team &amp; we'll get back with an update. ^EM || @387909 We have received your reply. We are working on it. We’ll get back to you with an update on it. ^SB || @387909 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK || @387909 Kindly revert to our email correspondence with further query on this and we'll be happy to take it over from there. ^AB || @387909 Since you've responded to the mail, our team will get back to you with an update shortly. Appreciate your patience. ^EM || @387909 Apologies for the stretch, we are working on it. We will get back to you at the earliest. ^AH || @387909 I'm sorry for the trail with your concern. A correspondence will be sent to your registered email account 1/2 ^MJ || @387909 with a resolution in 12 hours post submitting the form here: https://t.co/GIJyeYqKE0 with requested details. 2/2 ^MJ || @387909 Apologies for the stretch. Please be assured that we're on it and we'll get back to you soon with an update. ^SY || @387909 Tejas, we're following up with you via DM, kindly take a look. ^MS || @387909 You can check for our response here: https://t.co/DTSNmGldJf. Hope this helps. ^CB || @387909 Request you to check your DM. We've responded to your query there. ^SK || @387909 You can check for our response here: https://t.co/UNcnRC59WF .^CB || @387909 Sorry about the hassle, Tejas. Please revert to the email requesting a callback and our team will assist accordingly. ^MS || @387909 Thanks for confirming. We'll check and get in touch with you. ^RI || @387909 I'm sorry about the issue you have with Amazon pay, write to us here: https://t.co/GIJyeYqKE0 &amp; we'll check this for you. ^MJ || @387909 We're working on the details that you've shared. We'll reach out to you soon. ^SG || @387909 I understand your concern. We're working on the issue with the details you've provided and will get back to you soon. ^AP || @387909 Thank you for your patience, Tejas. We are working on this and will get back to you at the earliest. ^KS",NO,YES,YES,YES,,NO,YES,YES,YES
83,2280500,327728,4,1.0,1.0,0,positive_reaction,"Has anyone actually received something on time with same-day shipping w/ .@115821 Prime? I've tried to twice and both times there were ""unable to gain access"" and it was brought the next day. Maybe third time's the charm? 🤔🤔🤔 || @AmazonHelp Thanks for your speedy reply! I believe the carrier is Amazon itself with same-day deliveries in my area. I just made a same day order for today, hoping it will actually come in today!","@327728 I'm sorry to hear this! Have you noticed this to be a trend with a specific carrier? ^TH || @327728 Thanks for checking for us! I'd like to get this escalated to our Logistics team on your behalf. When you have a moment, please send us some more info about your late orders here: https://t.co/CdG0tIfmAY ^DW",YES,YES,YES,NO,,YES,YES,YES,NO
103,1347549,434252,6,1.0,1.0,0,negative_reaction,Never use @115821 chat when u have concerns on your package! rude and will pass u to different people if they don’t want to deal with u 😡😡😡 || @AmazonHelp Yes 😫 usually I’ll get it resolve but for some reason associates on chat were rude and made promises they cant back up 😭 || @AmazonHelp AMZL US carrier. Was supposed to arrive yesterday. An associate offered a prime mem extension but never gave it.,"@434252 Hey Roxanne, I'm so sorry! Are you waiting on a package that's missed the promised delivery date? We're here to help!  ^PF || @434252 I see, Roxanne! Has the order selected a carrier? https://t.co/Y5jpI9gRhE If so, have you contacted them for options? ^FR || @434252 I'm sorry for the bad experience you've had. My team would like to look at this in detail.  Click here:https://t.co/vZdwC7TIa5 ^EM",YES,YES,YES,NO,,YES,YES,YES,NO
166,1605135,492401,2,0.4,0.0,0,no_action_observed,"いつも間にかモヤさまがAmazonプライムにきてる！　モヤモヤさまぁ～ず2のシーズン1！

モヤモヤさまぁ～ず2 Season1 Amazonビデオ ~ さまぁ～ず https://t.co/3qWmgBAwE1",@492401 きてます！ぜひまったりゆっくりお楽しみください😚🎉　MH,NO,NO,NO,NO,,NO,NO,NO,NO
12,2764438,773246,4,1.0,0.0,0,neutral_reaction,Very mid-leading add within @115830 app ... shows a ‘100 day trial’ so would expect that can take advantage of it ... but no ... says you would have had to purchase months ago! Last end purchase date was 100+ days ago ... so not even relevant! https://t.co/WGspM3xl3d || @AmazonHelp Follow this links (via app) https://t.co/bdkPI0Uku9 -&gt; more about Sonos / Amazon -&gt; 100 day.,"@773246 Hi, would you be able to share with us a direct link to this. We would like to have a look as to why the promotion is not working. ^CR || @773246 Hi, thank you for bringing this to our attention. ^ES",YES,YES,YES,NO,,NO,NO,YES,NO
77,2278373,306380,2,0.6,0.0,1,no_action_observed,@AmazonHelp i am following amzaon regarding this issue since yesterday .but not getting support .if something went wrong .amazon is responsible for this,@306380 We've replied to you via DM. ^SG,NO,NO,NO,YES,,NO,NO,NO,YES
54,306929,189282,3,0.25,0.0,1,neutral_reaction,@AmazonHelp hola les mande mensaje espero me puedan ayudar :) || @AmazonHelp no me ha llego nada 😅,@189282 Hola Karmesite. Te hemos respondido por DM. ^JJ,NO,NO,YES,YES,,NO,NO,YES,YES
139,2288561,664885,3,1.0,0.0,0,neutral_reaction,"@115821 hello I have order one product with prefer delivery and delivery charge also pay but product delivery next day, so why I should pay extra shipping charge. This is cheating I will mark complaint consumer court. @1560 @119351 || @AmazonHelp 😢",@664885 I'm sorry for the trouble with your order. Please connect with our support team here: https://t.co/2t6DQpbXFx for assistance on it. ^RW,YES,YES,YES,NO,,NO,NO,YES,NO
200,230072,170820,4,0.0,0.0,0,negative_reaction,"@AmazonHelp Awaiting your response || So @115821 refers me 2 seller, seller says I have escalated issue to Amazon. Round n round we go. Slow clap. Well done!",@170820 You can check for our response here : https://t.co/DTSNmGldJf . ^CB || @170820 We've received your revert and shall reach out to you soon with an update. ^GS,NO,YES,YES,NO,,NO,NO,YES,NO
19,2385836,687606,7,0.7,1.0,1,negative_reaction,Such a ridiculous service by #AmazonIndia.Rescheduled my delivery without informing me.Cancelling my order now. || @AmazonHelp I want solution not respond.Try to put some efforts in delivering product not https://t.co/uDcDVyDp0D wasted my 3 days. || @AmazonHelp I cancelled the order coz amazon failed to deliver it. Go check your chat section with my ID. I had contacted 3 ppl fro Amazon already.,"@687606 We've responded to your DM, please check. ^KA || @687606 Also, I've forwarded your feedback internally to the appropriate team as it helps us improve customer experience. 2/2 ^RS || @687606 Please accept a sincere apology for the mess. However, once an order is canceled, the same order cannot be delivered. 1/2 ^RS || @687606 I'm sorry about your canceled order. We've passed on your feedback to the concerned team internally and they'll check it. ^AU",NO,YES,YES,YES,,NO,YES,YES,YES
164,2184781,154471,2,0.85,0.0,1,no_action_observed,@AmazonHelp hi! I need some help here... I need to talk with you guys about my account. Please send me a DM.,"@154471 Hello, Kathleen. We'd love to help if we can. If you would prefer to DM us, you can. Just click below. ^AL https://t.co/1XyLaGkcaN",NO,NO,NO,YES,,NO,NO,NO,YES
150,1936464,148571,3,0.45,0.0,1,positive_reaction,"Hey @AmazonHelp need help, kind of urgent. Pl refer to my msg || @AmazonHelp Thanks","@148571 We've responded to your query via DM, request you to check the same. ^SH",NO,NO,YES,YES,,NO,NO,YES,YES
85,38802,124467,4,0.75,0.0,0,positive_reaction,"@115821 @117634 @2352 Hi, claimed 2 books, but they aren't showing up on my Kindle. The last 2 I claimed did. Please help! || @AmazonHelp Thanks! Yep, I checked there, and the books I checked out through OverDrive are not listed there (even though the last two I did are).",@124467 Hi there! We'd love to help out in any way we can! Are you able to locate the books here: https://t.co/6QNgPiW20K? ^WJ || @124467 I'd recommend walking through these steps: https://t.co/6JszbxM6ST ^AF,YES,YES,YES,NO,,NO,NO,YES,NO
134,197806,162515,3,0.5,1.0,1,negative_reaction,@AmazonHelp no i cannot wait refund me,@162515 We're following up on your concern via DM. ^YP || @162515 I understand your concern regarding the refund. Kindly wait for the requested time frame mentioned earlier. ^AP,NO,YES,NO,YES,,NO,YES,YES,YES
171,2621028,740587,5,0.75,1.0,0,positive_reaction,"Thank you @115830 . This was exactly what I wanted to arrive today. Not only smashed into several pieces, but evidently wrapped up after fact as there were shards of pottery in the tape! Not particularly impressed. https://t.co/2JQKiUjsM7 || @AmazonHelp Order seems to be placed with Mason Cash but it appears on my order list as sold by Amazon. || @AmazonHelp Ill be returning it, without question, but just wanted to highlight the delivery because I cut my hand on the ceramic broken in the packaging - usually Amazon is very reliable but this isnt great.","@740587 Oh no Robyn. Sorry to see your order arrived like this. Did you place the order with us or a seller? ^ES || @740587 We want our team to investigate this further with you. Please send us your details using the following, secure, link: https://t.co/PsRv8NyhXB ^GR",YES,YES,YES,NO,,YES,YES,YES,NO
190,289006,184865,2,0.6,0.0,0,no_action_observed,Yay I got my book at last! Thank you @AmazonHelp for helping me! :) That was fast! I should have written you sooner.,@184865 Whoo hoo! We're always happy to help! Glad you have received your book 📚! Let us know if you need anything in the future. ^AL,YES,YES,NO,NO,,NO,NO,NO,NO
53,352903,199910,15,0.65,1.0,1,neutral_reaction,"@AmazonHelp Invoice https://t.co/VIjKF6LK2E || @AmazonHelp Subscription amount https://t.co/XwUdiUKuQb || @AmazonHelp I hope you are referring this DM, but it is not all fruitful for me and in mail also nothing had came. https://t.co/5SdXdh2hjo || @AmazonHelp Now simply answer my question why 1 tym amount u ppl chargd, when u send me monthly subscription item. Plz be specific. || @AmazonHelp Sir, how you can send me subscription item on one time purchase rate, after numerous reminders in these 2 days your side response is pathetic. After subscribing, rarely i see the amount of subscribed product you send. || @AmazonHelp which link? please share link! || @AmazonHelp contact number 9752092631 || @AmazonHelp Sir, I had filled the details in your respective link. Please do the needful.","@199910 We have replied to your DM. Please check. ^MJ || @199910 That's quite a remark, Venkat. Apologies. Please reply to the email we've sent to your registered email. We'll check your concern and help you further. ^SV || @199910 I understand your concern. Could you confirm sharing your details on the link provided earlier? ^JS || @199910 Please share your details here: https://t.co/beaaDm0muc and we'll contact you soon.​ ^JS || @199910 We do not have access to your details over social platform. Please use the link given earlier and fill the form. We will check and connect with you accordingly. ^RW || @199910 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^RW || @199910 Thank you for sharing your details, we'll get back to you soon. ^SU",YES,YES,YES,YES,,NO,YES,YES,YES
105,231745,171198,11,0.6,1.0,0,negative_reaction,@AmazonHelp And it's been 24 hours. Nothing came thru yet. You promised to call within 12hours.hahaha. || @AmazonHelp Man I have already filled out the details. How much more I need to fill up. || @115850 Can't add money to Amazon Pay. On 21 Sept your executive said it will be solved in 48 hours. Is the period over yet? https://t.co/6AjoiDLkHH || @AmazonHelp Not at all. Haven't added at all || @AmazonHelp Been hours since I filled in details. No response yet.,"@171198 Sorry for the disappointment. We wouldn't have access to your account details via Twitter. Please reply to the email (1/2) ^KA || @171198 you've received from our team here: https://t.co/NTkrxpsbHJ and we'll reach out to you. (2/2) ^KA || @171198 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN || @171198 Hi, could you let us know if you've crossed the maximum limit for adding money to your Amazon pay balance? ^AK || @171198 Let us check this out for you. Please drop your details here: https://t.co/nQrSan0COS and we'll reach out to you. ^VM || @171198 I'm sorry it is taking longer than expected. We're looking into the issue and shall get back to you soon. ^SH",NO,YES,YES,NO,,YES,YES,YES,NO
46,1279904,419469,5,0.75,0.0,0,negative_reaction,@AmazonHelp still not sure how this is supposed to arrive in a hour and a half? https://t.co/9VekWLTO4q || @AmazonHelp Seriously though I’m so sick of my packages arriving late. || @115821 what is the point in paying for prime shipping when my packages never come on time!!!! 😡 https://t.co/meTiHByBSp,"@419469 I'm sorry your package hasn't arrived. Please reach out to us via phone here: https://t.co/hApLpMlfHN ^MW || @419469 Hello, Ashley! It is not uncommon for items to ship out and be received same day! Please keep us posted on this order. ^JZ",NO,YES,YES,NO,,NO,NO,YES,NO
115,507114,236401,3,0.6,1.0,0,positive_reaction,@115821 has delayed or lost my packages that I ordered last week 🤦🏽‍♀️ || @AmazonHelp Yeah they have the replaced item is coming this weekend. &amp; the new delivery date is for the beginning of next week. Thanks for the good customer service,@236401 I'm sorry for the trouble with your orders! Have we been able to replace the orders which were lost? Has a new delivery date been provided for the delayed orders? ^SB,YES,YES,YES,NO,,YES,YES,YES,NO
42,2187356,640547,2,1.0,1.0,0,silence_after_action,@115821  @AmazonHelp #RT432247465IN I know that Amazon is not a fraud company pls refund as early as possible . No more discussions pls,@640547 I understand that you are having a refund issue. Have you reported this to our support here: https://t.co/vlvfJr4nN9? ^AH,NO,YES,NO,NO,,YES,YES,NO,NO
24,340859,118712,3,0.6,0.0,0,neutral_reaction,Oh dear @115850 first deliver the products on time. V customers r really feed up with ur service. || @AmazonHelp N same thing happened for that Amazon basic usb lighting charge cable...,@118712 Sorry about the experience with delivery. Could you please elaborate on your concern? We'd like to look into it. ^HD,NO,YES,NO,NO,,NO,NO,YES,NO
161,511713,237641,2,0.6,0.0,1,no_action_observed,@AmazonHelp Is it possible for you to DM me so I can ask you a question concerning an email I got?,"@237641 Hi! To DM us, just message us using the link below! ^WT https://t.co/1XyLaGkcaN",NO,YES,NO,YES,,NO,NO,NO,YES
172,1737617,201488,6,0.75,0.0,1,negative_reaction,@115850 This is strange case of myself receiving a message saying a transaction has been done on AmazonPrime Mem. for an amount of 10.99$ || @AmazonHelp Shared my details via DM. || @AmazonHelp I can't see the response.,@201488 Sorry for the unexpected charge! Do you have an https://t.co/nUUp5MLhYl account? Please let us know! ^AB || @201488 We have responded to your query over DM. Kindly check. ^SY || @201488 We have responded to your query over DM. I request you to kindly check once again. ^SY,NO,YES,YES,YES,,NO,NO,YES,YES
173,582618,257366,16,1.0,0.0,1,negative_reaction,"@115850 @AmazonHelp I paid RS 100/- and RS 999/- for prime. To make sure my package reaches in the shortest period. What I see you have rescheduled my delivery on your own without my confirmation. Kindly deliver my package asap || @AmazonHelp I would be happy if you take some pain and identify what has happened. I have shared the tracking details in DM || @AmazonHelp I have DM the details || @AmazonHelp Kindly help asap. || @AmazonHelp Kindly check my details and let me know
After paying I shouldn't drop mails to 10 places and follow up. || @AmazonHelp Sent || @AmazonHelp I have shared the details, I m really upset that I rcd a new message that your delivery is delayed by 4 days. @139570 pls interfere || @AmazonHelp Hope you are really concerned about the customer extra payment and his service related issue. If you would have then I would have received the package. But I m regretting a lot why I paid for prime. || @AmazonHelp You can keep saying that
What will I do I can't understand","@257366 I'm sorry to know you're facing issues with the delivery of your order. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll help you at the earliest. 1/2 ^HS || @257366 Please don't provide your tracking details, we consider it to be personal information. Our page is visible to the public. 2/2 ^HS || @257366 We've responded to you over DM kindly check and reply. ^MN || @257366 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG || @257366 If you've shared your details, we'll connect with you soon. Keep an eye on your mailbox. ^AS || @257366 Thanks for confirming. We'll reach out to you soon with an update. ^SG || @257366 I understand that you're excited to get your hands on the new mobile. Please be informed that our team is working on your issue to get it resolved at the earliest. Appreciate your patience. ^GD",NO,NO,YES,YES,,NO,NO,YES,YES
170,418435,214833,4,1.0,0.0,0,negative_reaction,"@115850 hv a return pickup scheduled in afternoon but unfortunately hv to go to a doc at that time. Plz help to reschedule. Thanks || @AmazonHelp He came just 4 hours early for the pickup...anyways...problem solved on its own :D 
Thanks!","@214833 Sorry for the trouble, Aishwarya. Please connect with our support team here: https://t.co/00q4Sqj9zL for assistance. ^KA || @214833 You're welcome. Thanks for keeping us posted. ^GK",NO,YES,YES,YES,,NO,NO,YES,NO
178,888340,330925,23,0.6,1.0,1,negative_reaction,"@AmazonHelp When replying i'm getting the same revert again and again. I donno wht d hell of a service is dis. Same mails throughout. || @115821 Is this wht u call customer service? I've ordered something frm Amazon and without my consent you've cancelled the order and initiated refund. Who askd u to do so? || @AmazonHelp M from India and i'm unable to enter my contact details since India is not in the country list provided there || @AmazonHelp Gud resolution for customers. Resolution and sharing the feedback. Didn't expect such a response from you || @AmazonHelp And your reply is not at all appreciated. Either provide a resolution or compensate it. I don't want any appologies from anyone of you. Each one is saying different things. || @AmazonHelp One said it ws bcos of shortage in product another one told it ws the seller part. Now wht shud we customers do if you have internal probs? || @AmazonHelp Details given. Awaiting for your revert at the earliest. || @AmazonHelp Received a mail stating that it was a pricing issue. Now what should i do for that? That's not my concern. It was published in your merchandise and i did a spot CC transaction. I need the product and i don't want to hear your silly excuses. || @AmazonHelp I'm not understanding and yes i'm hell upset. Didn't expect such a nasty service from you. If it was a pricing issue then its ur fault and i want that product. Atleast provide a resolution for me. Even twitter team is not helping me. Shameful || @AmazonHelp I've already replied and they are saying that they can only apologise. I mean wht the hell of a service is this? You made a mistake and without ckmpensating or giving the product wht vil i do with ur apology? || @AmazonHelp Resolution?? Was that a resolution? You call that a resolution? Apology is a resolution?? I don't think so. || @AmazonHelp I'm so much frustrated because of you. Now because of your lame response i'm going further ahead. || @AmazonHelp Gr8! Go ahead, descending frm faith.","@330925 As said earlier the resolution provided over the email is the best we can offer. I'm sorry we'll not be able to provide any further insight on this. ^SH || @330925 Could you please help us with the image of the error you're encountering while you enter the contact details for a call request. ^SU || @330925 Apologies for the miscommunication, please reach out to us via the link: https://t.co/rS49hgaADF and we'll assist you accordingly. ^SU || @330925 We are following up with your concern via DM. You'll receive a reply from us soon. ^MP || @330925 We'd like to have this checked. Please fill in your details here: https://t.co/beaaDm0muc, we'll look into it and reach out to you. ^MO || @330925 I've checked and can confirm that we haven't received your details. Once we receive your details through the link provided earlier, we'll have the issue checked for you. ^AR || @330925 I get you being upset. Kindly reply to the mail sent to you by our team here: https://t.co/8DAc10S7ww. Appreciate your understanding ^MN || @330925 Twitter being social media platform we wouldn't have access to your account. So, kindly reply to the correspondence sent by our team so that we can resolve the issue. ^MN || @330925 I understand your concern. However, the resolution provided to you over the email is the best we could offer at this point of time. You may reply to the latest correspondence from our team with your insight for further assistance. ^GD || @330925 I get that you're upset. However, as mentioned earlier we wouldn't be able to access your account on Twitter. Please reply to the email you received from us for further assistance. ^BV",NO,YES,YES,YES,,NO,YES,YES,YES
143,2602238,735945,14,1.0,0.0,1,negative_reaction,"@115850 why is order cancellation such tedious job,is it purposely done to discourage even genuine buyers? And why you discourage telephonic conversation || @115850 Totally disappointed with amazon || @AmazonHelp Not satisfied, please call....you have not confirmed regarding order cancellation.. please call, please call || @AmazonHelp Please call immediately || @AmazonHelp Sir,I am surprised that Amazon India refused to speak regarding order as if to force the item on the buyer.There is no choice at all for personal https://t.co/Ob2xF5x2kW disappointed and that is frustrating || @AmazonHelp I repeat I am not satisfied, please call me || @AmazonHelp I repeat I am not satisfied. please call || @AmazonHelp Despite my cancellation Amazon in have deppached item.I didn't receive any other mail except confirmation of despatch.please cancel, repeat cancel the despatch. || @AmazonHelp If I am forced to buy,I will be never happy.","@735945 We've responded to your query here: https://t.co/kuQJClot0Q. Kindly check. ^PS || @735945 You can respond to the correspondence you have received. We will assist you further. ^JS || @735945 We've responded to your query via DM, request you to check the same. ^SH || @735945 We're unable to reach you via this medium, Kumar. Please respond to our email so we could take it from there. ^JC || @735945 I'm sorry about the disappointment. Kindly connect with us here: https://t.co/vlvfJr4nN9 we'd like to help. ^SG",YES,YES,YES,YES,,NO,NO,YES,YES
95,1212685,404627,13,0.6,0.0,0,negative_reaction,"@AmazonHelp It's been 2days but I didn't receive any call @AmazonHelp || @AmazonHelp I have already provided my details on the given link || @AmazonHelp Thank you for the help.
My problem resolved. || @AmazonHelp The mail was not helpful can u pls contact me on my cellphone .
Number I have send u on mail. || @AmazonHelp I have already replied on mail.
Hoping I will get response soon. || Worst service Amazon.
Canceled order false reason of me refusing to accept order even after me calling dem 20 times.
#Amazon #AmazonIndia","@404627 and send us the details using the link provided by 'MO' and I will look into the issue right away. (2/2)^SF || @404627 I'm afraid we haven't received your details. Please sign in to your account, (1/2)^SF || @404627 Could you confirm receiving an email from our team here: https://t.co/NTkrxpsbHJ ? ^KA || @404627 I do get your concern. Kindly reply to the email you've received from our team and we'll reach out to you. ^MM || @404627 Thanks for writing back to us. We'll get back to you with an update shortly. ^ZH || @404627 Apologies about your recent experience. We'd like to help. Kindly share your details here: https://t.co/beaaDm0muc (1/2) ^MO || @404627 and we'll contact you soon. (2/2) ^MO",YES,YES,YES,NO,,NO,NO,YES,NO
51,380430,206228,4,0.6,1.0,1,neutral_reaction,@115850 please check the DM sent to @AmazonHelp abd revert. || @115850 @AmazonHelp Your response is of no help to me.I have already returned that item to one of your agent on the weekend.I want you to confirm on the refund.,"@206228 Hi, we have responded to you via DM. Please refer. ^RD || @206228 Refunds for returns are normally processed within 10 business days. Kindly wait until then. ^SA",YES,YES,YES,YES,,NO,YES,YES,YES
129,2899668,363330,10,0.7,1.0,1,neutral_reaction,I’m still getting charged after promised for a refunded program huh ? I’m loyal to you guys @AmazonHelp || @AmazonHelp I DM you guys no respond wow || @AmazonHelp 2 hours ago lol || @AmazonHelp Nope nothing || @AmazonHelp I was provided that I’ll get refunded for norton because when I downloaded it didn’t connect to the server,"@363330 I'm sorry for any trouble caused by the unexpected charge, Matthew. Could you let us know what the charge is for? We'd like to help in any way we can! ^FD || @363330 I apologize about the delay! When did you send us the direct message? ^GP || @363330 Ah! Sorry for the delay! What's the current status of your refund here: https://t.co/HbKs2YFewT? ^WT || @363330 Hmm... have you been able to reach out to us in real time (via phone or chat) about this? If so, what information and options were you provided? ^BL || @363330 I'm afraid we can't see account details here on Twitter but please don't hesitate to reach out once more so we can double check that refund: https://t.co/hApLpMlfHN ^BG",YES,YES,YES,YES,,NO,YES,YES,YES
40,1325479,429294,2,1.0,1.0,0,silence_after_action,@AmazonHelp how can i find out what company is delivering my package? Order late and i need it in 2 hrs.,@429294 You can check the carrier and tracking information here:  https://t.co/aaDyEz1VgE ^MW,YES,YES,NO,NO,,YES,YES,NO,NO
60,549485,247945,3,0.6,1.0,0,positive_reaction,whats the minimum following for an #amazon affiliate? @AmazonHelp @25043 || @AmazonHelp thanks homies 🙌,"@247945 There aren't hard numbers for the Amazon Associates program, each submission is reviewed on a case by case basis. You can learn more here: https://t.co/XlKHJsVn7g ^GS",YES,YES,YES,NO,,YES,YES,YES,NO
121,394424,182608,32,0.85,1.0,1,negative_reaction,"@115850 Hi Amazon my account has been closed without reason please help . There is no proper response from __email__ || @AmazonHelp I have already reverted. and they are no ears  to me they are simply saying it is a permanent ban. Can you please call me and fix it asap || @AmazonHelp Thanks for replying . But let me tell you even after multiple correspondence . The team is not able to reinstate my account so i have (1/2) || @AmazonHelp to switch to twitter (2/2) || @AmazonHelp please check DM fast || @AmazonHelp I have responded to the details asked for . if not satisfied please give me a call asap || @AmazonHelp I have received the invite for echo dot. Also i need to purchase mobile. The echo dot invite is expires in 2 days. so plz make it fast. || @AmazonHelp Hi I am not able to access my account at amazon.in , https://t.co/Q8yVbtPH5e or at https://t.co/qyiHj3EJuj please help || @AmazonHelp No resolution provided. Still facing issue || @AmazonHelp But why my open order got cancelled i was told to order items. I was uable to use my pay balance. Please restore my account || @AmazonHelp I am unable to login || @AmazonHelp I am unable to login at any amazon website. My amazon pay stuck || @AmazonHelp Hi can you reply to dm. || @AmazonHelp Please check again i find your reply unsatisfactory || @AmazonHelp Please check the dm for latest updates || @AmazonHelp Please stop giving copy paste response || @AmazonHelp Sent and received a reply please check dm","@182608 All account closure issues are handled by the account specialist team and a closed account is tagged with an email, (1/3) || @182608 You may find the correspondence sent from us on this into your mailbox. (3/3)^YP || @182608 kindly revert to the email correspondence you've received and our team shall get back. (2/3) || @182608 I get the concern, Reetesh. We'll respond to your DM, kindly take a look. ^MS || @182608 As you've shared your details, we'll work on it and get back to you at the earliest. ^HN || @182608 We understand your concern, Reetesh. Once we receive your details, we'll look into your concern and assist. ^SV || @182608 Sorry to know that you're unable to access your account. As per the screenshot posted earlier, the resolution provided (1/2)^SQ || @182608 to you by the account specialist team is the best we're able to offer at this moment. Appreciate your understanding. (2/2)^SQ || @182608 Hello, so sorry to hear this. Could you kindly elaborate the issue, so that we can assist you with this. || @182608 That's odd! We would like to help, kindly elaborate your issue for us. ^CB || @182608 We've responded to your query via DM. Please check. ^HD || @182608 As informed earlier, please revert to the email you've received from us and we'll check this for you. ^HN || @182608 We'll check and revert to you via DM. ^HN || @182608 Kindly reply to the email sent from the specialist team, as they'll be able to help you with the account related issues.^AK || @182608 We've responded to you via DM. Please check. ^ST",NO,YES,YES,YES,,NO,YES,YES,YES
108,1734582,523806,6,1.0,0.0,0,positive_reaction,"@AmazonHelp I'm confused about designations of ""Guaranteed Delivery in 2 days"" with Prime. Now I get ""Sorry, delayed"" on my order. || @AmazonHelp It says delivery today by 8:00 p.m. -- of course, it said that yesterday, too! || @AmazonHelp USPS.  Received this evening!  Thanks.",@523806 I'm so sorry about the delay! What does the most recent tracking show here? https://t.co/Y5jpI9gRhE ^TK || @523806 Oh no! What carrier is listed on the order? ^JF || @523806 You're welcome. I'm glad you received it! Let us know if you have any other issues. ^TN,YES,YES,YES,NO,,NO,NO,YES,NO
163,1113536,382810,2,0.7,1.0,0,silence_after_action,@AmazonHelp i didnt recive my package can i get a refund the seller is not responding,@382810 Sorry to hear this. Have you tried contacting the seller through the order on your account. ^PK,YES,YES,NO,NO,,YES,YES,NO,NO
125,626860,268450,9,0.75,0.0,1,negative_reaction,"2 years in operation, and @115850 is also back in same league where Customer isn't first. Understandable. But brand image takes a hit boss || @AmazonHelp Product reached my city 3 day back and it's lying idle. Called twice in 2 days, no one told me if I should go and collect it from post offic || @AmazonHelp &amp; when I complained, I m told it will reach before delivery date which is 4 day away. Problem is high expectation, so I m lowering it || @AmazonHelp And that is what i stated initially, technically you are right. But your differentiation went for a big toss &amp; so did your CS supp too","@268450 I'm afraid we can't view your account/ order details from Twitter. Please let us know what happened. ^HA || @268450 We've responded to your DM, kindly take a look. ^MS || @268450 to you by the expected delivery date. Appreciate your patience. (2/2) ^MO || @268450 We're committed to delivering your order from the moment it is placed. I'm positive that it should get delivered (1/2) ^MO || @268450 I understand the concern on delivery, our carrier will follow assigned path &amp; see your order reaches by the estimated date. ^BS https://t.co/1XyLaGkcaN",NO,YES,YES,YES,,NO,NO,YES,YES
