annotation_id,conversation_id,human_evidence_complete,query_intent,query_state,policy,selected_conversation_id,selected_semantic_similarity,selected_ec_score,selected_intent_score,selected_state_score,selected_evidence_tier,candidate_pool_size,source_excluded
161,511713,NO,unknown,unknown,full,2314264,0.8134145140647888,0.73,0.0,0.0,MEDIUM,20,True
172,1737617,NO,payment,unknown,semantic_only,283535,0.7668818235397339,0.835,1.0,0.0,HIGH,20,True
172,1737617,NO,payment,unknown,semantic_intent,283535,0.7668818235397339,0.835,1.0,0.0,HIGH,20,True
172,1737617,NO,payment,unknown,semantic_ec,965259,0.715643048286438,0.955,0.0,0.0,HIGH,20,True
172,1737617,NO,payment,unknown,full,283535,0.7668818235397339,0.835,1.0,0.0,HIGH,20,True
173,582618,NO,payment,late,semantic_only,494937,0.8064315319061279,0.52,0.0,0.0,MEDIUM,20,True
173,582618,NO,payment,late,semantic_intent,1762356,0.777851939201355,0.58,1.0,0.0,MEDIUM,20,True
173,582618,NO,payment,late,semantic_ec,990214,0.7830207943916321,0.79,0.0,0.0,HIGH,20,True
173,582618,NO,payment,late,full,1762356,0.777851939201355,0.58,1.0,0.0,MEDIUM,20,True
170,418435,NO,return,unknown,semantic_only,1488387,0.7232213616371155,0.475,1.0,0.0,LOW,20,True
170,418435,NO,return,unknown,semantic_intent,1488387,0.7232213616371155,0.475,1.0,0.0,LOW,20,True
170,418435,NO,return,unknown,semantic_ec,424068,0.6369692087173462,0.91,0.0,0.0,HIGH,20,True
170,418435,NO,return,unknown,full,2663408,0.6568690538406372,0.79,1.0,0.0,HIGH,20,True
178,888340,NO,refund,cancelled,semantic_only,1096648,0.7564007043838501,0.865,1.0,0.5,HIGH,20,True
178,888340,NO,refund,cancelled,semantic_intent,1096648,0.7564007043838501,0.865,1.0,0.5,HIGH,20,True
178,888340,NO,refund,cancelled,semantic_ec,1096648,0.7564007043838501,0.865,1.0,0.5,HIGH,20,True
178,888340,NO,refund,cancelled,full,420224,0.7160837054252625,0.835,1.0,1.0,HIGH,20,True
143,2602238,YES,product,not_received,semantic_only,1723883,0.774213969707489,0.52,0.0,0.0,MEDIUM,20,True
143,2602238,YES,product,not_received,semantic_intent,1723883,0.774213969707489,0.52,0.0,0.0,MEDIUM,20,True
143,2602238,YES,product,not_received,semantic_ec,2719435,0.7582384347915649,0.775,0.0,0.0,HIGH,20,True
143,2602238,YES,product,not_received,full,65886,0.7618587017059326,0.58,0.0,0.5,MEDIUM,20,True
95,1212685,YES,technical,not_received,semantic_only,69771,0.8082764148712158,0.475,0.0,0.0,LOW,20,True
95,1212685,YES,technical,not_received,semantic_intent,381408,0.7879732847213745,0.79,1.0,0.0,HIGH,20,True
95,1212685,YES,technical,not_received,semantic_ec,2345634,0.7982117533683777,0.835,0.0,0.0,HIGH,20,True
95,1212685,YES,technical,not_received,full,381408,0.7879732847213745,0.79,1.0,0.0,HIGH,20,True
51,380430,YES,refund,refund,semantic_only,2117782,0.831947922706604,0.685,1.0,1.0,MEDIUM,20,True
51,380430,YES,refund,refund,semantic_intent,2117782,0.831947922706604,0.685,1.0,1.0,MEDIUM,20,True
51,380430,YES,refund,refund,semantic_ec,779245,0.7931270599365234,1.0,1.0,1.0,HIGH,20,True
51,380430,YES,refund,refund,full,779245,0.7931270599365234,1.0,1.0,1.0,HIGH,20,True
129,2899668,YES,refund,refund,semantic_only,2471912,0.6931753754615784,0.52,1.0,0.5,MEDIUM,20,True
129,2899668,YES,refund,refund,semantic_intent,2471912,0.6931753754615784,0.52,1.0,0.5,MEDIUM,20,True
129,2899668,YES,refund,refund,semantic_ec,183576,0.6899747252464294,0.79,1.0,1.0,HIGH,20,True
129,2899668,YES,refund,refund,full,183576,0.6899747252464294,0.79,1.0,1.0,HIGH,20,True
40,1325479,YES,delivery,late,semantic_only,2686571,0.7997109889984131,0.52,1.0,0.0,MEDIUM,20,True
40,1325479,YES,delivery,late,semantic_intent,2686571,0.7997109889984131,0.52,1.0,0.0,MEDIUM,20,True
40,1325479,YES,delivery,late,semantic_ec,2940195,0.7852553129196167,0.835,1.0,0.5,HIGH,20,True
40,1325479,YES,delivery,late,full,1268989,0.770932674407959,0.79,1.0,1.0,HIGH,20,True
60,549485,YES,unknown,unknown,semantic_only,987173,0.746558666229248,0.34,0.0,0.0,LOW,20,True
60,549485,YES,unknown,unknown,semantic_intent,987173,0.746558666229248,0.34,0.0,0.0,LOW,20,True
60,549485,YES,unknown,unknown,semantic_ec,77592,0.6956133842468262,0.91,0.0,0.0,HIGH,20,True
60,549485,YES,unknown,unknown,full,77592,0.6956133842468262,0.91,0.0,0.0,HIGH,20,True
121,394424,NO,account,late,semantic_only,1349087,0.7824298143386841,0.43,1.0,0.0,LOW,20,True
121,394424,NO,account,late,semantic_intent,1349087,0.7824298143386841,0.43,1.0,0.0,LOW,20,True
121,394424,NO,account,late,semantic_ec,844128,0.7514064908027649,0.88,1.0,0.0,HIGH,20,True
121,394424,NO,account,late,full,844128,0.7514064908027649,0.88,1.0,0.0,HIGH,20,True
108,1734582,YES,delivery,late,semantic_only,1305181,0.847679615020752,0.475,1.0,1.0,LOW,20,True
108,1734582,YES,delivery,late,semantic_intent,1305181,0.847679615020752,0.475,1.0,1.0,LOW,20,True
108,1734582,YES,delivery,late,semantic_ec,2814456,0.8268336057662964,0.82,1.0,0.0,HIGH,20,True
108,1734582,YES,delivery,late,full,497307,0.845246434211731,0.775,1.0,1.0,HIGH,20,True
163,1113536,YES,refund,refund,semantic_only,2428191,0.8546146750450134,0.475,1.0,1.0,LOW,20,True
163,1113536,YES,refund,refund,semantic_intent,2428191,0.8546146750450134,0.475,1.0,1.0,LOW,20,True
163,1113536,YES,refund,refund,semantic_ec,765454,0.8340810537338257,0.82,1.0,1.0,HIGH,20,True
163,1113536,YES,refund,refund,full,765454,0.8340810537338257,0.82,1.0,1.0,HIGH,20,True
125,626860,NO,delivery,unknown,semantic_only,2103426,0.6663942337036133,0.835,0.0,0.0,HIGH,20,True
125,626860,NO,delivery,unknown,semantic_intent,560604,0.6380617618560791,0.82,1.0,0.0,HIGH,20,True
125,626860,NO,delivery,unknown,semantic_ec,2103426,0.6663942337036133,0.835,0.0,0.0,HIGH,20,True
125,626860,NO,delivery,unknown,full,560604,0.6380617618560791,0.82,1.0,0.0,HIGH,20,True
10,1604981,YES,refund,refund,semantic_only,2317696,0.8027714490890503,0.52,1.0,1.0,MEDIUM,20,True
10,1604981,YES,refund,refund,semantic_intent,2317696,0.8027714490890503,0.52,1.0,1.0,MEDIUM,20,True
10,1604981,YES,refund,refund,semantic_ec,283535,0.7621859908103943,0.835,0.0,0.0,HIGH,20,True
10,1604981,YES,refund,refund,full,232208,0.7434002161026001,0.79,1.0,1.0,HIGH,20,True
75,2868358,YES,delivery,unknown,semantic_only,518826,0.8657199740409851,0.43,1.0,0.0,LOW,20,True
75,2868358,YES,delivery,unknown,semantic_intent,518826,0.8657199740409851,0.43,1.0,0.0,LOW,20,True
75,2868358,YES,delivery,unknown,semantic_ec,2725925,0.8354340195655823,0.82,1.0,0.0,HIGH,20,True
75,2868358,YES,delivery,unknown,full,2725925,0.8354340195655823,0.82,1.0,0.0,HIGH,20,True
199,132373,NO,unknown,unknown,semantic_only,573501,0.8008086681365967,0.13,0.0,0.0,LOW,20,True
199,132373,NO,unknown,unknown,semantic_intent,573501,0.8008086681365967,0.13,0.0,0.0,LOW,20,True
199,132373,NO,unknown,unknown,semantic_ec,2927699,0.7869446277618408,0.265,0.0,0.0,LOW,20,True
199,132373,NO,unknown,unknown,full,2927699,0.7869446277618408,0.265,0.0,0.0,LOW,20,True
63,1432252,YES,payment,unknown,semantic_only,505922,0.6621465682983398,0.79,1.0,0.0,HIGH,20,True
63,1432252,YES,payment,unknown,semantic_intent,505922,0.6621465682983398,0.79,1.0,0.0,HIGH,20,True
63,1432252,YES,payment,unknown,semantic_ec,505922,0.6621465682983398,0.79,1.0,0.0,HIGH,20,True
63,1432252,YES,payment,unknown,full,505922,0.6621465682983398,0.79,1.0,0.0,HIGH,20,True
175,19440,YES,unknown,unknown,semantic_only,2665869,0.7575497031211853,0.475,0.0,0.0,LOW,20,True
175,19440,YES,unknown,unknown,semantic_intent,2665869,0.7575497031211853,0.475,0.0,0.0,LOW,20,True
175,19440,YES,unknown,unknown,semantic_ec,2793127,0.6986547708511353,0.73,0.0,0.0,MEDIUM,20,True
175,19440,YES,unknown,unknown,full,2793127,0.6986547708511353,0.73,0.0,0.0,MEDIUM,20,True
167,460023,NO,delivery,late,semantic_only,2401215,0.7359939217567444,0.385,1.0,0.0,LOW,20,True
167,460023,NO,delivery,late,semantic_intent,2401215,0.7359939217567444,0.385,1.0,0.0,LOW,20,True
167,460023,NO,delivery,late,semantic_ec,2863358,0.7077639698982239,0.88,1.0,0.0,HIGH,20,True
167,460023,NO,delivery,late,full,1352859,0.7142102718353271,0.79,1.0,1.0,HIGH,20,True
123,387119,YES,delivery,unknown,semantic_only,2555166,0.7757761478424072,0.52,1.0,0.0,MEDIUM,20,True
123,387119,YES,delivery,unknown,semantic_intent,2555166,0.7757761478424072,0.52,1.0,0.0,MEDIUM,20,True
123,387119,YES,delivery,unknown,semantic_ec,348371,0.7449604272842407,0.955,0.5,0.0,HIGH,20,True
123,387119,YES,delivery,unknown,full,998284,0.733193039894104,0.91,1.0,0.0,HIGH,20,True
142,578409,NO,unknown,unknown,semantic_only,2289239,0.7482470273971558,0.175,0.0,0.0,LOW,20,True
142,578409,NO,unknown,unknown,semantic_intent,2289239,0.7482470273971558,0.175,0.0,0.0,LOW,20,True
142,578409,NO,unknown,unknown,semantic_ec,1488842,0.746290385723114,0.25,0.0,0.0,LOW,20,True
142,578409,NO,unknown,unknown,full,1488842,0.746290385723114,0.25,0.0,0.0,LOW,20,True
82,863372,YES,payment,unknown,semantic_only,785503,0.7208106517791748,0.82,0.0,0.0,HIGH,20,True
82,863372,YES,payment,unknown,semantic_intent,2433646,0.6471342444419861,0.82,1.0,0.0,HIGH,20,True
82,863372,YES,payment,unknown,semantic_ec,785503,0.7208106517791748,0.82,0.0,0.0,HIGH,20,True
82,863372,YES,payment,unknown,full,2433646,0.6471342444419861,0.82,1.0,0.0,HIGH,20,True
11,21873,YES,technical,unknown,semantic_only,990722,0.7655608654022217,0.34,0.0,0.0,LOW,20,True
11,21873,YES,technical,unknown,semantic_intent,520673,0.7622281908988953,0.7,1.0,0.0,MEDIUM,20,True
11,21873,YES,technical,unknown,semantic_ec,2827199,0.7552602291107178,0.835,1.0,0.0,HIGH,20,True
11,21873,YES,technical,unknown,full,2827199,0.7552602291107178,0.835,1.0,0.0,HIGH,20,True
64,462534,YES,unknown,unknown,semantic_only,1378493,0.6589260101318359,0.4,0.0,0.0,LOW,20,True
64,462534,YES,unknown,unknown,semantic_intent,1378493,0.6589260101318359,0.4,0.0,0.0,LOW,20,True
64,462534,YES,unknown,unknown,semantic_ec,609435,0.5990533232688904,0.715,0.0,0.0,MEDIUM,20,True
64,462534,YES,unknown,unknown,full,609435,0.5990533232688904,0.715,0.0,0.0,MEDIUM,20,True
177,183557,YES,delivery,unknown,semantic_only,1346660,0.793806791305542,0.88,1.0,0.0,HIGH,20,True
177,183557,YES,delivery,unknown,semantic_intent,1346660,0.793806791305542,0.88,1.0,0.0,HIGH,20,True
177,183557,YES,delivery,unknown,semantic_ec,425085,0.7796207666397095,1.0,0.0,0.0,HIGH,20,True
177,183557,YES,delivery,unknown,full,326348,0.7901963591575623,0.91,1.0,0.0,HIGH,20,True
101,1458044,NO,delivery,unknown,semantic_only,323392,0.652184009552002,0.52,0.5,0.0,MEDIUM,20,True
101,1458044,NO,delivery,unknown,semantic_intent,1591537,0.6356642246246338,0.52,1.0,0.0,MEDIUM,20,True
101,1458044,NO,delivery,unknown,semantic_ec,177315,0.6262229681015015,0.79,1.0,0.0,HIGH,20,True
101,1458044,NO,delivery,unknown,full,177315,0.6262229681015015,0.79,1.0,0.0,HIGH,20,True
137,115916,YES,delivery,unknown,semantic_only,2877860,0.856827974319458,0.31,0.0,0.0,LOW,20,True
137,115916,YES,delivery,unknown,semantic_intent,2927038,0.8323119878768921,0.73,1.0,0.0,MEDIUM,20,True
137,115916,YES,delivery,unknown,semantic_ec,1271006,0.7903037071228027,0.955,0.0,0.0,HIGH,20,True
137,115916,YES,delivery,unknown,full,400309,0.8135416507720947,0.79,1.0,0.0,HIGH,20,True
188,246407,NO,payment,unknown,semantic_only,379959,0.7734660506248474,0.79,0.0,0.0,HIGH,20,True
188,246407,NO,payment,unknown,semantic_intent,2190936,0.7280004620552063,0.445,1.0,0.0,LOW,20,True
188,246407,NO,payment,unknown,semantic_ec,379959,0.7734660506248474,0.79,0.0,0.0,HIGH,20,True
188,246407,NO,payment,unknown,full,2946738,0.7024296522140503,0.52,1.0,0.0,MEDIUM,20,True
130,1445390,NO,payment,unknown,semantic_only,2762136,0.8018367886543274,0.52,0.5,0.0,MEDIUM,20,True
130,1445390,NO,payment,unknown,semantic_intent,2269261,0.6594960689544678,0.475,1.0,0.0,LOW,20,True
130,1445390,NO,payment,unknown,semantic_ec,2762136,0.8018367886543274,0.52,0.5,0.0,MEDIUM,20,True
130,1445390,NO,payment,unknown,full,379772,0.6209350824356079,0.79,1.0,0.0,HIGH,20,True
17,1120448,YES,technical,unknown,semantic_only,1450072,0.7881456613540649,0.355,0.0,0.0,LOW,20,True
17,1120448,YES,technical,unknown,semantic_intent,801677,0.7743191123008728,0.655,1.0,0.0,MEDIUM,20,True
17,1120448,YES,technical,unknown,semantic_ec,801677,0.7743191123008728,0.655,1.0,0.0,MEDIUM,20,True
17,1120448,YES,technical,unknown,full,801677,0.7743191123008728,0.655,1.0,0.0,MEDIUM,20,True
73,2915803,YES,refund,refund,semantic_only,2864654,0.7377786040306091,0.58,0.0,0.0,MEDIUM,20,True
73,2915803,YES,refund,refund,semantic_intent,2864654,0.7377786040306091,0.58,0.0,0.0,MEDIUM,20,True
73,2915803,YES,refund,refund,semantic_ec,2875681,0.722687840461731,0.79,0.0,0.0,HIGH,20,True
73,2915803,YES,refund,refund,full,2875681,0.722687840461731,0.79,0.0,0.0,HIGH,20,True
148,726333,NO,delivery,unknown,semantic_only,181299,0.7708382606506348,0.79,1.0,0.0,HIGH,20,True
148,726333,NO,delivery,unknown,semantic_intent,181299,0.7708382606506348,0.79,1.0,0.0,HIGH,20,True
148,726333,NO,delivery,unknown,semantic_ec,181299,0.7708382606506348,0.79,1.0,0.0,HIGH,20,True
148,726333,NO,delivery,unknown,full,181299,0.7708382606506348,0.79,1.0,0.0,HIGH,20,True
55,2545391,YES,product,replacement,semantic_only,495835,0.7705886363983154,0.745,0.0,0.0,MEDIUM,20,True
55,2545391,YES,product,replacement,semantic_intent,495835,0.7705886363983154,0.745,0.0,0.0,MEDIUM,20,True
55,2545391,YES,product,replacement,semantic_ec,495835,0.7705886363983154,0.745,0.0,0.0,MEDIUM,20,True
55,2545391,YES,product,replacement,full,495835,0.7705886363983154,0.745,0.0,0.0,MEDIUM,20,True
1,869856,NO,order,unknown,semantic_only,2388925,0.7981820106506348,0.595,0.0,0.0,MEDIUM,20,True
1,869856,NO,order,unknown,semantic_intent,1331852,0.724678099155426,0.925,1.0,0.0,HIGH,20,True
1,869856,NO,order,unknown,semantic_ec,1331852,0.724678099155426,0.925,1.0,0.0,HIGH,20,True
1,869856,NO,order,unknown,full,1331852,0.724678099155426,0.925,1.0,0.0,HIGH,20,True
99,2011963,YES,refund,refund,semantic_only,2305315,0.761860191822052,0.43,0.0,0.0,LOW,20,True
99,2011963,YES,refund,refund,semantic_intent,2885625,0.7245972156524658,0.52,1.0,1.0,MEDIUM,20,True
99,2011963,YES,refund,refund,semantic_ec,78844,0.685305655002594,1.0,0.0,0.0,HIGH,20,True
99,2011963,YES,refund,refund,full,280402,0.6838604211807251,0.91,1.0,0.5,HIGH,20,True
151,1608593,NO,unknown,unknown,semantic_only,222643,0.8949934840202332,0.46,0.0,0.0,LOW,20,True
151,1608593,NO,unknown,unknown,semantic_intent,222643,0.8949934840202332,0.46,0.0,0.0,LOW,20,True
151,1608593,NO,unknown,unknown,semantic_ec,1718114,0.8469544649124146,0.835,0.0,0.0,HIGH,20,True
151,1608593,NO,unknown,unknown,full,1718114,0.8469544649124146,0.835,0.0,0.0,HIGH,20,True
93,619973,YES,unknown,unknown,semantic_only,2221938,0.8212717771530151,0.31,0.0,0.0,LOW,20,True
93,619973,YES,unknown,unknown,semantic_intent,2221938,0.8212717771530151,0.31,0.0,0.0,LOW,20,True
93,619973,YES,unknown,unknown,semantic_ec,2221938,0.8212717771530151,0.31,0.0,0.0,LOW,20,True
93,619973,YES,unknown,unknown,full,2221938,0.8212717771530151,0.31,0.0,0.0,LOW,20,True
156,2724491,NO,delivery,unknown,semantic_only,2614038,0.7912502288818359,0.82,0.5,0.0,HIGH,20,True
156,2724491,NO,delivery,unknown,semantic_intent,2555166,0.7837181687355042,0.52,1.0,0.0,MEDIUM,20,True
156,2724491,NO,delivery,unknown,semantic_ec,2212191,0.7619928121566772,0.91,0.0,0.0,HIGH,20,True
156,2724491,NO,delivery,unknown,full,2265624,0.7620019912719727,0.82,1.0,0.0,HIGH,20,True
5,2974816,YES,delivery,not_received,semantic_only,517629,0.66448575258255,0.79,1.0,1.0,HIGH,20,True
5,2974816,YES,delivery,not_received,semantic_intent,517629,0.66448575258255,0.79,1.0,1.0,HIGH,20,True
5,2974816,YES,delivery,not_received,semantic_ec,517629,0.66448575258255,0.79,1.0,1.0,HIGH,20,True
5,2974816,YES,delivery,not_received,full,517629,0.66448575258255,0.79,1.0,1.0,HIGH,20,True
168,1578308,NO,technical,unknown,semantic_only,1937795,0.7516700029373169,0.505,1.0,0.0,MEDIUM,20,True
168,1578308,NO,technical,unknown,semantic_intent,1937795,0.7516700029373169,0.505,1.0,0.0,MEDIUM,20,True
168,1578308,NO,technical,unknown,semantic_ec,1588763,0.7254822254180908,0.745,0.0,0.0,MEDIUM,20,True
168,1578308,NO,technical,unknown,full,2603117,0.7419112920761108,0.64,1.0,0.0,MEDIUM,20,True
126,2632946,YES,payment,unknown,semantic_only,2946854,0.7402162551879883,0.7,1.0,0.0,MEDIUM,20,True
126,2632946,YES,payment,unknown,semantic_intent,2946854,0.7402162551879883,0.7,1.0,0.0,MEDIUM,20,True
126,2632946,YES,payment,unknown,semantic_ec,396896,0.6752137541770935,1.0,1.0,0.0,HIGH,20,True
126,2632946,YES,payment,unknown,full,396896,0.6752137541770935,1.0,1.0,0.0,HIGH,20,True
98,760425,YES,unknown,unknown,semantic_only,757097,0.6991676688194275,0.355,0.0,0.0,LOW,20,True
98,760425,YES,unknown,unknown,semantic_intent,757097,0.6991676688194275,0.355,0.0,0.0,LOW,20,True
98,760425,YES,unknown,unknown,semantic_ec,757097,0.6991676688194275,0.355,0.0,0.0,LOW,20,True
98,760425,YES,unknown,unknown,full,757097,0.6991676688194275,0.355,0.0,0.0,LOW,20,True
154,1120423,YES,refund,refund,semantic_only,1221785,0.6684519648551941,0.445,0.0,0.0,LOW,20,True
154,1120423,YES,refund,refund,semantic_intent,2211802,0.6571178436279297,0.88,1.0,1.0,HIGH,20,True
154,1120423,YES,refund,refund,semantic_ec,2211802,0.6571178436279297,0.88,1.0,1.0,HIGH,20,True
154,1120423,YES,refund,refund,full,2211802,0.6571178436279297,0.88,1.0,1.0,HIGH,20,True
9,239427,NO,unknown,unknown,semantic_only,1750541,0.9113084077835083,0.075,0.0,0.0,LOW,20,True
9,239427,NO,unknown,unknown,semantic_intent,1750541,0.9113084077835083,0.075,0.0,0.0,LOW,20,True
9,239427,NO,unknown,unknown,semantic_ec,1062296,0.8826346397399902,0.595,0.0,0.0,MEDIUM,20,True
9,239427,NO,unknown,unknown,full,1062296,0.8826346397399902,0.595,0.0,0.0,MEDIUM,20,True
84,2855169,YES,refund,damaged,semantic_only,446134,0.6239091753959656,0.67,0.0,0.0,MEDIUM,20,True
84,2855169,YES,refund,damaged,semantic_intent,459904,0.6091515421867371,0.79,1.0,0.0,HIGH,20,True
84,2855169,YES,refund,damaged,semantic_ec,2906727,0.5937944650650024,0.88,0.0,1.0,HIGH,20,True
84,2855169,YES,refund,damaged,full,174506,0.6116827726364136,0.79,0.5,1.0,HIGH,20,True
160,848196,YES,technical,unknown,semantic_only,930173,0.6313462257385254,0.4,0.0,0.0,LOW,20,True
160,848196,YES,technical,unknown,semantic_intent,1133536,0.5324608683586121,0.355,1.0,0.0,LOW,20,True
160,848196,YES,technical,unknown,semantic_ec,1428941,0.619499683380127,0.835,0.5,0.0,HIGH,20,True
160,848196,YES,technical,unknown,full,1428941,0.619499683380127,0.835,0.5,0.0,HIGH,20,True
86,2290929,YES,payment,unknown,semantic_only,740938,0.7665233612060547,0.79,1.0,0.0,HIGH,20,True
86,2290929,YES,payment,unknown,semantic_intent,740938,0.7665233612060547,0.79,1.0,0.0,HIGH,20,True
86,2290929,YES,payment,unknown,semantic_ec,740938,0.7665233612060547,0.79,1.0,0.0,HIGH,20,True
86,2290929,YES,payment,unknown,full,740938,0.7665233612060547,0.79,1.0,0.0,HIGH,20,True
87,2910317,YES,refund,late,semantic_only,757734,0.7628290057182312,1.0,1.0,0.0,HIGH,20,True
87,2910317,YES,refund,late,semantic_intent,757734,0.7628290057182312,1.0,1.0,0.0,HIGH,20,True
87,2910317,YES,refund,late,semantic_ec,757734,0.7628290057182312,1.0,1.0,0.0,HIGH,20,True
87,2910317,YES,refund,late,full,757734,0.7628290057182312,1.0,1.0,0.0,HIGH,20,True
14,845680,YES,account,late,semantic_only,355622,0.7818731665611267,0.475,1.0,0.0,LOW,20,True
14,845680,YES,account,late,semantic_intent,355622,0.7818731665611267,0.475,1.0,0.0,LOW,20,True
14,845680,YES,account,late,semantic_ec,2230278,0.7662745118141174,0.775,1.0,0.0,HIGH,20,True
14,845680,YES,account,late,full,2230278,0.7662745118141174,0.775,1.0,0.0,HIGH,20,True
35,792046,YES,technical,unknown,semantic_only,237145,0.7021492719650269,0.295,0.0,0.0,LOW,20,True
35,792046,YES,technical,unknown,semantic_intent,1557413,0.6667988896369934,0.4,1.0,0.0,LOW,20,True
35,792046,YES,technical,unknown,semantic_ec,2675334,0.6593119502067566,0.835,0.0,0.0,HIGH,20,True
35,792046,YES,technical,unknown,full,1557413,0.6667988896369934,0.4,1.0,0.0,LOW,20,True
174,1753347,YES,account,unknown,semantic_only,2417842,0.7241142392158508,0.475,0.0,0.0,LOW,20,True
174,1753347,YES,account,unknown,semantic_intent,2417842,0.7241142392158508,0.475,0.0,0.0,LOW,20,True
174,1753347,YES,account,unknown,semantic_ec,1322516,0.7178233861923218,0.88,0.0,0.0,HIGH,20,True
174,1753347,YES,account,unknown,full,1322516,0.7178233861923218,0.88,0.0,0.0,HIGH,20,True
94,1321660,YES,technical,unknown,semantic_only,2540323,0.8511195778846741,0.4,0.0,0.0,LOW,20,True
94,1321660,YES,technical,unknown,semantic_intent,2219898,0.8489336371421814,0.4,1.0,0.0,LOW,20,True
94,1321660,YES,technical,unknown,semantic_ec,132450,0.7994969487190247,0.715,1.0,0.0,MEDIUM,20,True
94,1321660,YES,technical,unknown,full,132450,0.7994969487190247,0.715,1.0,0.0,MEDIUM,20,True
181,950260,NO,delivery,unknown,semantic_only,2364745,0.7369893789291382,0.58,1.0,0.0,MEDIUM,20,True
181,950260,NO,delivery,unknown,semantic_intent,2364745,0.7369893789291382,0.58,1.0,0.0,MEDIUM,20,True
181,950260,NO,delivery,unknown,semantic_ec,1131260,0.7077032327651978,0.88,0.5,0.0,HIGH,20,True
181,950260,NO,delivery,unknown,full,2226427,0.7185249328613281,0.745,1.0,0.0,MEDIUM,20,True
34,2790617,YES,return,not_received,semantic_only,331365,0.833026647567749,0.475,0.0,0.0,LOW,20,True
34,2790617,YES,return,not_received,semantic_intent,1430386,0.8064435720443726,0.7,0.5,0.0,MEDIUM,20,True
34,2790617,YES,return,not_received,semantic_ec,2849025,0.8118520379066467,0.88,0.0,0.0,HIGH,20,True
34,2790617,YES,return,not_received,full,2544939,0.8100791573524475,0.595,0.0,1.0,MEDIUM,20,True
22,492239,NO,account,unknown,semantic_only,959299,0.7291162014007568,0.475,0.0,0.0,LOW,20,True
22,492239,NO,account,unknown,semantic_intent,2314264,0.7135328054428101,0.73,1.0,0.0,MEDIUM,20,True
22,492239,NO,account,unknown,semantic_ec,2314264,0.7135328054428101,0.73,1.0,0.0,MEDIUM,20,True
22,492239,NO,account,unknown,full,2314264,0.7135328054428101,0.73,1.0,0.0,MEDIUM,20,True
133,975060,YES,delivery,unknown,semantic_only,497348,0.5930875539779663,0.4,0.0,0.0,LOW,20,True
133,975060,YES,delivery,unknown,semantic_intent,1484730,0.5695145130157471,0.225,1.0,0.0,LOW,20,True
133,975060,YES,delivery,unknown,semantic_ec,1850950,0.5749657154083252,0.715,0.0,0.0,MEDIUM,20,True
133,975060,YES,delivery,unknown,full,1484730,0.5695145130157471,0.225,1.0,0.0,LOW,20,True
191,372168,YES,unknown,unknown,semantic_only,2287875,0.8154186010360718,0.31,0.0,0.0,LOW,20,True
191,372168,YES,unknown,unknown,semantic_intent,2287875,0.8154186010360718,0.31,0.0,0.0,LOW,20,True
191,372168,YES,unknown,unknown,semantic_ec,29952,0.7283680438995361,0.61,0.0,0.0,MEDIUM,20,True
191,372168,YES,unknown,unknown,full,29952,0.7283680438995361,0.61,0.0,0.0,MEDIUM,20,True
88,2450868,YES,delivery,late,semantic_only,1041690,0.5675994753837585,0.505,0.0,0.0,MEDIUM,20,True
88,2450868,YES,delivery,late,semantic_intent,1661781,0.5064109563827515,0.805,0.5,0.0,HIGH,20,True
88,2450868,YES,delivery,late,semantic_ec,1661781,0.5064109563827515,0.805,0.5,0.0,HIGH,20,True
88,2450868,YES,delivery,late,full,1661781,0.5064109563827515,0.805,0.5,0.0,HIGH,20,True
122,2787693,NO,delivery,unknown,semantic_only,660394,0.711822509765625,0.475,0.0,0.0,LOW,20,True
122,2787693,NO,delivery,unknown,semantic_intent,2652390,0.7004873752593994,0.43,1.0,0.0,LOW,20,True
122,2787693,NO,delivery,unknown,semantic_ec,803029,0.6791621446609497,0.91,1.0,0.0,HIGH,20,True
122,2787693,NO,delivery,unknown,full,803029,0.6791621446609497,0.91,1.0,0.0,HIGH,20,True
109,1370162,YES,delivery,unknown,semantic_only,1285477,0.7949927449226379,0.49,1.0,0.0,LOW,20,True
109,1370162,YES,delivery,unknown,semantic_intent,1285477,0.7949927449226379,0.49,1.0,0.0,LOW,20,True
109,1370162,YES,delivery,unknown,semantic_ec,2870645,0.7808620929718018,0.88,1.0,0.0,HIGH,20,True
109,1370162,YES,delivery,unknown,full,2870645,0.7808620929718018,0.88,1.0,0.0,HIGH,20,True
104,1212741,NO,account,unknown,semantic_only,1291746,0.8978286981582642,0.37,1.0,0.0,LOW,20,True
104,1212741,NO,account,unknown,semantic_intent,1291746,0.8978286981582642,0.37,1.0,0.0,LOW,20,True
104,1212741,NO,account,unknown,semantic_ec,2297443,0.7763426303863525,0.91,1.0,0.0,HIGH,20,True
104,1212741,NO,account,unknown,full,2297443,0.7763426303863525,0.91,1.0,0.0,HIGH,20,True
146,2379749,YES,refund,cancelled,semantic_only,183391,0.8122406005859375,0.475,1.0,0.0,LOW,20,True
146,2379749,YES,refund,cancelled,semantic_intent,183391,0.8122406005859375,0.475,1.0,0.0,LOW,20,True
146,2379749,YES,refund,cancelled,semantic_ec,96723,0.7790903449058533,0.88,1.0,0.5,HIGH,20,True
146,2379749,YES,refund,cancelled,full,96723,0.7790903449058533,0.88,1.0,0.5,HIGH,20,True
38,2959926,YES,delivery,unknown,semantic_only,2428235,0.7762129902839661,0.58,1.0,0.0,MEDIUM,20,True
